Speaker ID,Recording ID,X or Y,First Recording For Speaker,Break after V?,Break after OBJ?,Break after PP1?,Strongest break?,Weakest break?,Struggle?,Start of struggle,Question?,Silence after reading (Y/R1),Silence before reading (X/R2)
215,13EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,14EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
215,15EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,16EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
207,1EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO,,
207,2EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
207,3EQY,Y,1X,NO,YES,YES,OBJ,PP1,YES,PP2,YES,,
207,4EQN,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
207,5EQY,Y,1X,YES,NO,YES,PP1,V,NO,,NO,,
207,6EQN,X,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
207,7EDN,Y,1X,YES,NO,YES,PP1,V,NO,,NO,,
207,8EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
207,9EDY,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
207,10EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES,,
207,11EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
207,12EDY,X,1X,NO,NO,YES,PP1,NONE,NO,,NO,,
207,13EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO,,
207,14EQN,X,1X,NO,NO,YES,PP1,NONE,YES,,YES,,
207,15EDY,Y,1X,NO,NO,YES,PP1,NONE,YES,PP2,NO,,
207,16EQN,X,1X,NO,NO,YES,PP1,NONE,NO,,YES,,
209,16EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,15EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
209,14EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
209,13EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
209,12EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO,STRUGGLE?,
209,11EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
209,10EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES,,
209,9EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
209,8EDY,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO,,
209,7EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO,,
209,6EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
209,5EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
209,4EQY,X,16Y,YES,YES,YES,PP1,V,NO,,YES,,
209,3EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
209,2EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES,,
209,1EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
215,1EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,2EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
215,3EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
215,4EQN,Y,1Y,NO,YES,NO,OBJ,V,YES,,YES,,
215,5EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES,,
215,6EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
215,7EDN,X,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
215,8EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,9EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,10EQY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
215,11EDN,X,1Y,NO,YES,YES,NONE,NONE,NO,,NO,,
215,12EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,13EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO,,
215,14EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES,,
215,15EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO,,
215,16EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES,,
