Filename,Leading,Trailing,Length,isFiller,Condition_Q,Condition_GP,Participant,Item,Utterance length,Reading
203.4EQN_r2.wav,1650,1225.88,6235.88,FALSE,TRUE,FALSE,203,4,3360,2
203.30FQY_r2.wav,990,208.88,5668.88,TRUE,TRUE,TRUE,203,30,4470,2
203.34FDN_r2.wav,1650,262.38,5782.38,TRUE,FALSE,FALSE,203,34,3870,2
203.11EDN_r2.wav,1470,1572.62,6462.62,FALSE,FALSE,FALSE,203,11,3420,2
203.15EDY_r2.wav,1500,148.5,4648.5,FALSE,FALSE,TRUE,203,15,3000,2
203.43FQN_r2.wav,630,1045.38,5215.38,TRUE,TRUE,FALSE,203,43,3540,2
203.39FQN_r2.wav,1830,302,5102,TRUE,TRUE,FALSE,203,39,2970,2
203.29FDY_r2.wav,930,289.25,6349.25,TRUE,FALSE,TRUE,203,29,5130,2
203.24FDY_r1.wav,810,11.38,3401.38,TRUE,FALSE,TRUE,203,24,2580,1
203.4EQN_r1.wav,930,21.5,3741.5,FALSE,TRUE,FALSE,203,4,2790,1
203.30FQY_r1.wav,900,4.75,3514.75,TRUE,TRUE,TRUE,203,30,2610,1
203.34FDN_r1.wav,870,221.38,3401.38,TRUE,FALSE,FALSE,203,34,2310,1
205.4EQY_r2.wav,13830,827.5,18707.5,FALSE,TRUE,TRUE,205,4,4050,2
205.16EQY_r1.wav,600,1668.75,5328.75,FALSE,TRUE,TRUE,205,16,3060,1
205.12EDN_r1.wav,540,1248.75,5328.75,FALSE,FALSE,FALSE,205,12,3540,1
205.27FDY_r2.wav,15360,547.75,19387.75,TRUE,FALSE,TRUE,205,27,3480,2
205.40FQN_r1.wav,510,1025.5,5555.5,TRUE,TRUE,FALSE,205,40,4020,1
205.37FQN_r2.wav,8400,1111.75,12811.75,TRUE,TRUE,FALSE,205,37,3300,2
205.4EQY_r1.wav,660,1182.12,5442.12,FALSE,TRUE,TRUE,205,4,3600,1
205.16EQY_r2.wav,5700,894,9864,FALSE,TRUE,TRUE,205,16,3270,2
