isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail
TRUE,TRUE,TRUE,20,20,8095.88,20.20FQY,3420,6120,12018.12,3540,6235.88,1975.88
TRUE,FALSE,FALSE,20,47,10911.88,20.47FDN,2580,9660,17233.5,2700,4761.88,1251.88
TRUE,TRUE,TRUE,20,18,14951.75,20.18FQY,4230,14670,20634.88,3600,4421.75,281.75
FALSE,TRUE,FALSE,20,15,12288.38,20.15EQN,3120,11790,17120.12,3000,4308.38,498.38
FALSE,FALSE,FALSE,20,5,7724.88,20.5EDN,2880,7290,11564.62,2730,3854.88,434.88
FALSE,TRUE,TRUE,20,11,11248.5,20.11EQY,3450,10170,15306.12,2880,4648.5,1078.5
FALSE,FALSE,FALSE,20,3,9925.38,20.3EDN,3570,8700,14739.25,3300,5215.38,1225.38
FALSE,TRUE,TRUE,20,7,10521.88,20.7EQY,3690,9570,15306.12,3240,4761.88,951.88
TRUE,FALSE,TRUE,20,32,10578.75,20.32FDY,3540,8820,14285.75,3030,5328.75,1758.75
TRUE,TRUE,FALSE,20,36,9631.62,20.36FQN,3270,9060,14059,3000,4081.62,571.62
TRUE,TRUE,TRUE,20,26,718.5,20.26FQY,,,,3300,4648.5,718.5
TRUE,FALSE,FALSE,20,41,9245.12,20.41FDN,3450,8370,13265.25,2910,4535.12,875.12
TRUE,FALSE,TRUE,9,22,4945.88,9.22FDY,3660,3420,8616.75,3870,6235.88,1525.88
TRUE,FALSE,FALSE,9,45,5685.75,9.45FDN,3450,4200,9523.75,3720,5895.75,1485.75
TRUE,TRUE,FALSE,9,48,8492.88,9.48FQN,4140,6630,11904.75,4470,7142.88,1862.88
FALSE,FALSE,TRUE,9,13,7812.62,9.13EDY,3000,5910,10090.75,3510,6462.62,1902.62
TRUE,FALSE,TRUE,9,17,5849.38,9.17FDY,3330,4020,9070.25,3810,6689.38,1829.38
FALSE,FALSE,TRUE,9,8,5769.5,9.8EDY,3150,3450,8843.5,3720,7029.5,2319.5
FALSE,FALSE,FALSE,9,1,6162.62,9.1EDN,3750,4110,9864,3630,6462.62,2052.62
TRUE,TRUE,TRUE,9,30,5666.25,9.30FQY,4020,4080,10317.5,4860,7256.25,1586.25
TRUE,FALSE,FALSE,9,34,7079.75,9.34FDN,3720,5460,11451.25,5400,7709.75,1619.75
TRUE,FALSE,TRUE,9,24,6562.38,9.24FDY,3300,5100,10090.75,3360,5782.38,1462.38
TRUE,FALSE,TRUE,9,29,6226.12,9.29FDY,3780,4530,9977.38,4380,6916.12,1696.12
TRUE,TRUE,FALSE,9,39,6602.5,9.39FQN,3030,4830,9864,3600,6122.5,1772.5
TRUE,TRUE,FALSE,9,43,7095.75,9.43FQN,3060,5070,10317.5,3030,5895.75,2025.75
TRUE,TRUE,FALSE,9,33,7326.0,9.33FQN,2880,5070,9637.25,3330,6576,2256
TRUE,FALSE,TRUE,9,23,7832.88,9.23FDY,2850,5250,9977.38,3210,7142.88,2582.88
