isFiller,Condition_Q,Condition_GP,Participant,Item,Utterance length,Reading,irt,File_pair
False,True,True,210,1,3930.0,1,1345.42,210.1EQY
True,True,True,210,17,4020.0,2,6723.27,210.17FQY
False,True,False,210,8,9450.0,2,5871.5,210.8EQN
True,True,True,204,19,3330.0,1,2732.04,204.19FQY
True,False,False,204,46,4350.0,1,3606.38,204.46FDN
True,True,True,204,21,8160.0,2,1812.17,204.21FQY
False,True,False,204,9,8460.0,2,1742.04,204.9EQN
True,False,False,204,37,4740.0,2,5752.31,204.37FDN
False,False,False,204,2,4230.0,1,2005.42,204.2EDN
True,False,False,204,40,4020.0,1,2068.94,204.40FDN
False,False,True,204,6,3840.0,1,2208.79,204.6EDY
True,True,True,204,27,9030.0,2,1832.04,204.27FQY
False,True,False,204,12,4530.0,1,2235.69,204.12EQN
False,False,True,204,16,4170.0,1,1281.9,204.16EDY
False,True,True,204,11,750.0,1,177.29,204.11EQY
True,True,True,204,18,4020.0,1,7039.21,204.18FQY
False,True,False,204,15,3300.0,1,6092.04,204.15EQN
True,True,True,204,20,4950.0,2,9785.96,204.20FQY
True,False,False,204,47,4140.0,1,1778.67,204.47FDN
False,False,False,204,5,4290.0,1,5928.79,204.5EDN
True,True,False,204,36,7830.0,2,2672.46,204.36FQN
True,False,True,204,32,6750.0,2,1538.67,204.32FDY
True,True,True,204,26,7320.0,2,2149.21,204.26FQY
False,True,True,204,7,4620.0,1,2059.21,204.7EQY
False,False,False,204,3,3750.0,1,1168.52,204.3EDN
True,False,False,204,41,3120.0,1,1784.88,204.41FDN
True,False,False,204,33,5070.0,2,1878.4,204.33FDN
True,True,True,204,23,7410.0,2,969.06,204.23FQY
True,True,False,204,44,4620.0,1,498.79,204.44FQN
False,False,True,204,14,5520.0,1,1915.83,204.14EDY
False,False,False,204,10,5790.0,1,3106.1,204.10EDN
True,False,False,204,38,4170.0,1,2082.58,204.38FDN
True,False,False,204,35,3510.0,2,1958.67,204.35FDN
True,False,False,204,42,4260.0,1,1852.31,204.42FDN
True,False,True,204,25,8700.0,2,1655.56,204.25FDY
True,False,True,204,31,9090.0,2,2545.42,204.31FDY
False,False,True,204,4,5040.0,1,1408.94,204.4EDY
True,True,True,204,28,3960.0,1,2499.06,204.28FQY
True,True,True,204,22,7050.0,2,1532.46,204.22FQY
True,True,False,204,45,3720.0,1,2148.79,204.45FQN
True,False,False,204,48,7140.0,2,2522.46,204.48FDN
False,True,True,204,13,4800.0,1,1715.96,204.13EQY
True,True,True,204,17,6870.0,2,1502.46,204.17FQY
False,True,False,204,1,4050.0,1,1698.79,204.1EQN
True,True,False,204,34,7920.0,2,2728.94,204.34FQN
True,False,True,204,30,7440.0,2,3622.31,204.30FDY
True,True,True,204,24,7530.0,2,3265.83,204.24FQY
True,True,True,204,29,4410.0,1,5548.94,204.29FQY
True,False,False,204,39,3630.0,1,1865.56,204.39FDN
False,True,True,204,8,7770.0,2,982.73,204.8EQY
True,False,False,204,43,3600.0,1,3032.04,204.43FDN
True,False,True,203,19,2430.0,1,2101.23,203.19FDY
False,True,False,203,14,2580.0,1,1691.35,203.14EQN
False,True,True,203,10,2790.0,1,2914.73,203.10EQY
True,False,True,203,21,4080.0,2,2138.25,203.21FDY
False,True,True,203,5,3870.0,2,1191.5,203.5EQY
True,True,False,203,46,2640.0,1,2374.73,203.46FQN
True,False,True,203,27,3030.0,2,2421.5,203.27FDY
True,True,False,203,40,2490.0,1,1727.98,203.40FQN
False,False,False,203,7,4620.0,2,847.85,203.7EDN
False,True,True,203,3,4680.0,2,3651.5,203.3EQY
True,True,False,203,37,2550.0,2,1291.23,203.37FQN
True,False,True,203,18,1980.0,1,1514.46,203.18FDY
True,True,False,203,47,1890.0,1,1557.71,203.47FQN
False,False,True,203,9,3870.0,1,1965.29,203.9EDY
True,False,True,203,20,3180.0,2,1817.98,203.20FDY
True,True,False,203,41,2580.0,1,2344.73,203.41FQN
False,True,True,203,2,3690.0,2,2191.62,203.2EQY
True,False,True,203,26,4590.0,2,865.02,203.26FDY
True,True,True,203,32,2700.0,2,2131.23,203.32FQY
True,False,False,203,36,3630.0,2,917.58,203.36FDN
False,True,False,203,6,4170.0,2,731.35,203.6EQN
False,False,False,203,13,2340.0,1,1255.02,203.13EDN
True,False,False,203,44,3540.0,1,3268.52,203.44FDN
True,False,True,203,23,3630.0,2,2091.08,203.23FDY
True,True,False,203,33,4980.0,2,678.4,203.33FQN
False,False,True,203,12,2310.0,1,1554.6,203.12EDY
False,True,False,203,16,3090.0,1,1684.73,203.16EQN
True,False,True,203,28,2190.0,1,2161.23,203.28FDY
False,False,True,203,1,3060.0,2,1604.46,203.1EDY
True,True,True,203,31,4500.0,2,2074.33,203.31FQY
True,True,True,203,25,2580.0,2,2308.52,203.25FQY
True,True,False,203,42,3270.0,1,3341.77,203.42FQN
True,True,False,203,35,4290.0,2,2177.98,203.35FQN
False,False,False,203,8,2580.0,1,1997.98,203.8EDN
True,True,False,203,38,2880.0,1,2571.9,203.38FQN
True,True,False,203,48,3120.0,2,1678.12,203.48FQN
True,False,False,203,45,2760.0,1,1994.88,203.45FDN
True,False,True,203,22,3180.0,2,1944.6,203.22FDY
True,False,True,203,17,4860.0,2,3821.35,203.17FDY
False,False,False,203,11,3240.0,1,1915.02,203.11EDN
False,False,True,203,15,2460.0,1,1811.35,203.15EDY
True,True,False,203,43,2250.0,1,1357.85,203.43FQN
True,True,False,203,39,2160.0,1,1837.85,203.39FQN
True,False,True,203,29,3210.0,1,2001.9,203.29FDY
True,False,True,203,24,3420.0,2,761.35,203.24FDY
False,True,False,203,4,3300.0,2,1701.5,203.4EQN
True,True,True,203,30,4470.0,2,1024.73,203.30FQY
True,False,False,203,34,3870.0,2,1691.35,203.34FDN
False,True,True,205,4,1560.0,2,1962.17,205.4EQY
False,True,True,205,16,3060.0,1,7368.79,205.16EQY
False,False,False,205,12,3510.0,1,8658.79,205.12EDN
True,False,True,205,27,3450.0,2,16078.52,205.27FDY
True,True,False,205,40,4020.0,1,4205.56,205.40FQN
True,True,False,205,37,3330.0,2,9531.9,205.37FQN
True,False,True,205,21,3570.0,2,5135.15,205.21FDY
True,True,False,205,46,3240.0,1,1721.77,205.46FQN
True,False,True,205,19,2850.0,1,1188.4,205.19FDY
False,False,True,205,8,2970.0,1,4835.56,205.8EDY
False,False,False,205,1,3540.0,2,5732.04,205.1EDN
True,True,False,205,41,3210.0,1,12002.04,205.41FQN
True,False,True,205,26,14160.0,2,2725.42,205.26FDY
True,True,True,205,32,2310.0,2,2035.42,205.32FQY
True,False,False,205,36,3000.0,2,13538.67,205.36FDN
True,True,False,205,47,3150.0,1,1928.67,205.47FQN
True,False,True,205,20,15720.0,2,2712.17,205.20FDY
False,False,False,205,15,3030.0,1,1625.15,205.15EDN
True,False,True,205,18,3750.0,1,2412.17,205.18FDY
False,False,True,205,11,2940.0,1,7888.52,205.11EDY
True,False,True,205,28,3570.0,1,1161.9,205.28FDY
True,True,True,205,31,3930.0,2,10119.06,205.31FQY
True,True,False,205,42,3570.0,1,1292.04,205.42FQN
True,True,True,205,25,10230.0,2,2622.17,205.25FQY
True,True,False,205,38,3390.0,1,1922.04,205.38FQN
True,True,False,205,35,10950.0,2,8612.04,205.35FQN
False,True,False,205,10,3300.0,1,6818.67,205.10EQN
False,True,True,205,6,13980.0,2,1735.42,205.6EQY
False,True,True,205,14,3300.0,1,2095.42,205.14EQY
False,True,False,205,2,4590.0,2,6935.15,205.2EQN
False,False,False,205,9,3300.0,1,6152.04,205.9EDN
True,False,True,205,23,4380.0,2,1438.52,205.23FDY
True,False,False,205,44,3600.0,1,2968.94,205.44FDN
True,True,False,205,33,10260.0,2,5465.15,205.33FQN
True,True,False,205,43,2880.0,1,3912.17,205.43FQN
True,True,False,205,39,2970.0,1,7428.79,205.39FQN
True,False,True,205,24,7260.0,2,1931.77,205.24FDY
True,False,True,205,29,3480.0,1,12009.06,205.29FDY
True,True,True,205,30,3750.0,2,13425.69,205.30FQY
True,False,False,205,34,7830.0,2,2545.42,205.34FDN
False,False,True,205,7,3870.0,2,18225.69,205.7EDY
False,True,False,205,3,6930.0,2,4338.79,205.3EQN
False,True,False,205,5,5670.0,2,4478.67,205.5EQN
True,False,True,205,17,9870.0,2,3635.15,205.17FDY
False,False,True,205,13,4050.0,1,9492.17,205.13EDY
True,True,False,205,48,3780.0,2,9615.29,205.48FQN
True,False,True,205,22,14070.0,2,1468.52,205.22FDY
True,False,False,205,45,3450.0,1,2688.79,205.45FDN
True,False,False,20,33,2940.0,1,7245.29,20.33FDN
True,True,True,20,23,3120.0,1,9965.15,20.23FQY
True,True,False,20,44,3600.0,2,10258.52,20.44FQN
True,False,False,20,38,3300.0,2,9318.79,20.38FDN
True,False,False,20,35,2670.0,1,11684.88,20.35FDN
True,False,False,20,42,11340.0,2,605.15,20.42FDN
True,False,True,20,25,3570.0,1,11525.15,20.25FDY
True,False,True,20,31,3150.0,1,8128.94,20.31FDY
True,True,True,20,28,3360.0,2,8465.15,20.28FQY
False,False,True,20,14,3540.0,2,8788.94,20.14EDY
False,False,True,20,4,3270.0,1,10332.17,20.4EDY
False,False,False,20,10,3510.0,2,11805.29,20.10EDN
False,True,True,20,13,3450.0,2,8858.67,20.13EQY
True,True,True,20,17,3270.0,1,11165.15,20.17FQY
True,True,True,20,22,3420.0,1,11312.04,20.22FQY
True,True,False,20,45,3870.0,2,11518.52,20.45FQN
True,False,False,20,48,3570.0,1,10508.67,20.48FDN
True,False,True,20,30,3390.0,1,9312.17,20.30FDY
True,True,False,20,34,3360.0,1,9135.29,20.34FQN
True,True,True,20,24,3030.0,1,7288.52,20.24FQY
True,True,True,20,29,3420.0,2,10085.15,20.29FQY
True,False,False,20,39,3150.0,2,7121.77,20.39FDN
True,False,False,20,43,3090.0,2,6861.9,20.43FDN
False,True,False,20,1,3570.0,1,11775.69,20.1EQN
False,True,True,20,8,3510.0,2,9605.15,20.8EQY
True,False,False,20,46,3570.0,2,13675.42,20.46FDN
True,True,True,20,21,3120.0,1,8982.17,20.21FQY
True,True,True,20,19,3330.0,2,6115.02,20.19FQY
False,True,False,20,9,3150.0,2,10775.15,20.9EQN
False,False,False,20,2,3210.0,1,10278.79,20.2EDN
False,False,True,20,16,3600.0,2,9241.62,20.16EDY
False,True,False,20,12,3390.0,2,13971.9,20.12EQN
False,False,True,20,6,3300.0,1,8391.9,20.6EDY
True,False,False,20,37,3060.0,1,10781.77,20.37FDN
True,False,False,20,40,3630.0,2,10805.56,20.40FDN
True,True,True,20,27,3180.0,1,7215.29,20.27FQY
True,True,True,20,20,3540.0,1,8095.83,20.20FQY
True,False,False,20,47,2940.0,2,10941.9,20.47FDN
False,True,True,20,11,3570.0,2,10198.52,20.11EQY
True,True,True,20,18,4290.0,2,14921.77,20.18FQY
False,True,False,20,15,3210.0,2,12288.4,20.15EQN
False,False,False,20,5,2730.0,1,7694.88,20.5EDN
False,False,False,20,3,3270.0,1,9955.42,20.3EDN
False,True,True,20,7,3240.0,1,10521.9,20.7EQY
True,False,True,20,32,3060.0,1,10548.79,20.32FDY
True,True,False,20,36,3030.0,1,9631.62,20.36FQN
True,True,True,20,26,3270.0,1,718.52,20.26FQY
True,False,False,20,41,3570.0,2,9215.15,20.41FDN
True,False,True,9,22,3660.0,2,4975.83,9.22FDY
True,False,False,9,45,3750.0,1,5565.69,9.45FDN
True,True,False,9,48,4170.0,2,8462.85,9.48FQN
False,False,True,9,13,3450.0,1,7842.58,9.13EDY
True,False,True,9,17,3600.0,2,5729.33,9.17FDY
False,False,True,9,8,3870.0,1,5619.48,9.8EDY
False,False,False,9,1,3810.0,2,6102.58,9.1EDN
True,True,True,9,30,4050.0,2,5636.23,9.30FQY
True,False,False,9,34,3690.0,2,7139.75,9.34FDN
True,False,True,9,24,3270.0,2,6592.31,9.24FDY
True,False,True,9,29,4410.0,1,6136.1,9.29FDY
True,True,False,9,39,3630.0,1,6542.46,9.39FQN
True,True,False,9,43,3300.0,1,7005.69,9.43FQN
True,True,False,9,33,3210.0,2,7085.96,9.33FQN
True,False,True,9,23,3180.0,2,7562.85,9.23FDY
True,False,False,9,44,5130.0,1,6873.27,9.44FDN
False,True,True,9,4,4080.0,2,6605.96,9.4EQY
False,True,True,9,14,5850.0,1,7656.77,9.14EQY
False,True,False,9,10,4470.0,1,7079.33,9.10EQN
True,True,False,9,38,3810.0,1,5815.83,9.38FQN
True,True,False,9,35,3120.0,2,7402.73,9.35FQN
True,True,False,9,42,4200.0,1,6696.38,9.42FQN
True,True,True,9,25,3870.0,2,6312.58,9.25FQY
True,True,True,9,31,3990.0,2,7489.6,9.31FQY
True,False,True,9,28,3360.0,1,5995.42,9.28FDY
False,False,True,9,11,3600.0,1,6482.46,9.11EDY
False,True,False,9,5,3180.0,2,5769.48,9.5EQN
True,False,True,9,18,3990.0,1,5806.1,9.18FDY
False,False,False,9,15,3540.0,1,6718.94,9.15EDN
True,False,True,9,20,3600.0,2,5582.46,9.20FDY
True,True,False,9,47,3330.0,1,6262.31,9.47FQN
True,True,True,9,32,3210.0,2,9389.33,9.32FQY
True,False,False,9,36,3090.0,2,3952.31,9.36FDN
True,False,True,9,26,3120.0,2,6532.73,9.26FDY
True,True,False,9,41,3510.0,1,6502.73,9.41FQN
False,True,False,9,3,3630.0,2,6379.6,9.3EQN
False,False,True,9,7,3360.0,2,6346.1,9.7EDY
False,False,False,9,9,3360.0,1,5758.94,9.9EDN
True,False,True,9,19,3300.0,1,5605.42,9.19FDY
True,True,False,9,46,4050.0,1,6549.06,9.46FQN
True,False,True,9,21,3270.0,2,6929.33,9.21FDY
True,True,False,9,37,3300.0,2,7378.94,9.37FQN
True,True,False,9,40,4740.0,1,5939.33,9.40FQN
True,False,True,9,27,3330.0,2,6475.83,9.27FDY
False,True,True,9,6,3630.0,2,5142.17,9.6EQY
False,True,True,9,16,3420.0,1,5692.31,9.16EQY
False,False,False,9,12,3420.0,1,6088.94,9.12EDN
False,True,False,9,2,3540.0,2,6079.21,9.2EQN
True,False,False,11,44,3390.0,1,4458.79,11.44FDN
True,False,True,11,23,3750.0,2,4625.56,11.23FDY
False,True,False,11,16,3600.0,1,6589.6,11.16EQN
False,True,True,11,5,29100.0,2,2942.85,11.5EQY
False,False,False,11,7,3720.0,2,11889.48,11.7EDN
False,True,True,11,3,4230.0,2,5388.79,11.3EQY
True,True,True,11,31,4380.0,2,7470.17,11.31FQY
True,False,True,11,28,3840.0,1,8722.73,11.28FDY
True,True,False,11,35,3360.0,2,5215.42,11.35FQN
True,True,True,11,25,12150.0,2,12719.75,11.25FQY
True,True,False,11,42,4170.0,1,3899.33,11.42FQN
True,True,False,11,48,4920.0,2,5656.1,11.48FQN
True,False,False,11,45,3570.0,1,1909.21,11.45FDN
True,False,True,11,17,4110.0,2,5028.79,11.17FDY
False,True,False,11,6,3600.0,2,4482.58,11.6EQN
False,False,False,11,11,3090.0,1,8748.79,11.11EDN
False,False,True,11,15,3510.0,1,10885.42,11.15EDY
True,True,False,11,39,3000.0,1,5522.04,11.39FQN
True,True,False,11,43,3270.0,1,2455.83,11.43FQN
True,True,True,11,30,3780.0,2,10997.33,11.30FQY
True,False,False,11,34,4500.0,2,6106.1,11.34FDN
True,False,True,11,29,3690.0,1,1395.69,11.29FDY
True,False,True,11,24,3510.0,2,16174.08,11.24FDY
True,False,True,11,19,3330.0,1,8296.1,11.19FDY
False,True,True,11,10,6180.0,1,5815.83,11.10EQY
True,False,True,11,21,5880.0,2,9971.1,11.21FDY
True,True,False,11,37,8550.0,2,2053.0,11.37FQN
False,False,False,11,8,3600.0,1,5119.21,11.8EDN
False,False,True,11,1,4680.0,2,7025.56,11.1EDY
True,False,True,11,27,2880.0,1,1292.04,11.27FDY
True,False,True,11,18,3840.0,1,5662.73,11.18FDY
True,True,False,11,47,3270.0,1,7752.58,11.47FQN
True,True,False,11,41,3000.0,1,3028.52,11.41FQN
True,True,True,11,32,10170.0,2,3918.79,11.32FQY
True,False,False,11,36,14880.0,2,18689.33,11.36FDN
False,True,False,11,4,4080.0,2,4911.9,11.4EQN
True,True,False,7,41,2820.0,2,7558.52,7.41FQN
True,False,False,7,36,2820.0,1,4645.02,7.36FDN
True,True,True,7,32,3120.0,1,6365.15,7.32FQY
True,False,True,7,26,3660.0,1,5715.29,7.26FDY
False,False,False,7,13,2490.0,2,5795.15,7.13EDN
False,True,False,7,4,4110.0,2,6038.67,7.4EQN
True,False,True,7,18,3090.0,2,5505.29,7.18FDY
True,True,False,7,47,2370.0,2,4998.4,7.47FQN
True,False,True,7,20,2010.0,1,3208.94,7.20FDY
True,False,True,7,27,3480.0,1,5775.29,7.27FDY
True,True,False,7,37,2070.0,1,7045.02,7.37FQN
True,True,False,7,40,2910.0,2,6362.04,7.40FQN
False,False,True,7,1,3840.0,2,4848.4,7.1EDY
False,True,False,7,14,2550.0,2,6311.77,7.14EQN
True,False,True,7,19,2640.0,2,3698.25,7.19FDY
False,True,True,7,10,2820.0,2,5195.15,7.10EQY
False,False,False,7,8,3090.0,1,3715.02,7.8EDN
True,False,True,7,21,3060.0,1,3631.62,7.21FDY
True,True,False,7,46,3210.0,2,6378.79,7.46FQN
False,False,False,7,11,2130.0,2,4681.62,7.11EDN
False,False,True,7,9,1560.0,1,8342.04,7.9EDY
False,False,True,7,15,2790.0,2,5995.02,7.15EDY
True,True,False,7,39,2940.0,2,5838.4,7.39FQN
True,True,False,7,43,2670.0,2,5035.02,7.43FQN
True,False,False,7,34,2940.0,1,2358.79,7.34FDN
True,True,True,7,30,3210.0,1,5218.52,7.30FQY
True,False,True,7,29,2160.0,2,5811.9,7.29FDY
True,False,True,7,24,2580.0,1,4908.4,7.24FDY
True,True,False,7,48,3810.0,1,6208.52,7.48FQN
True,False,False,7,45,3030.0,2,5331.9,7.45FDN
True,False,True,7,22,2460.0,1,7965.29,7.22FDY
False,True,True,7,2,3330.0,2,9505.42,7.2EQY
False,True,False,7,6,2610.0,2,5495.15,7.6EQN
True,False,True,7,17,1740.0,1,6965.15,7.17FDY
False,True,True,7,5,2820.0,2,5898.4,7.5EQY
True,True,True,7,31,2850.0,1,4731.9,7.31FQY
True,False,True,7,28,2670.0,2,6241.62,7.28FDY
True,True,False,7,35,2790.0,1,8099.33,7.35FQN
True,True,False,7,38,3030.0,2,5762.04,7.38FQN
True,True,True,7,25,2250.0,1,9465.29,7.25FQY
True,True,False,7,42,7530.0,2,2115.29,7.42FQN
True,False,False,7,44,2970.0,2,8968.52,7.44FDN
True,False,True,7,23,2100.0,1,5411.77,7.23FDY
True,True,False,7,33,2640.0,1,6455.15,7.33FQN
False,True,False,7,16,3540.0,2,6631.62,7.16EQN
False,False,True,7,12,3450.0,2,4751.77,7.12EDY
False,True,True,7,3,3240.0,2,9875.56,7.3EQY
False,False,False,7,7,2760.0,2,5862.17,7.7EDN
True,False,False,16,33,10350.0,2,7516.1,16.33FDN
True,True,True,16,23,5550.0,2,358.94,16.23FQY
True,True,False,16,44,4200.0,1,7725.69,16.44FQN
False,True,False,16,9,11160.0,2,1915.83,16.9EQN
False,False,True,16,14,3450.0,1,2035.42,16.14EDY
False,False,True,16,6,4200.0,1,2588.67,16.6EDY
False,False,False,16,10,2760.0,1,7138.94,16.10EDN
False,False,False,16,2,3270.0,1,2145.69,16.2EDN
True,False,False,16,42,4620.0,1,9438.79,16.42FDN
True,False,True,16,25,7410.0,2,1445.56,16.25FDY
True,False,False,16,38,6210.0,1,1772.85,16.38FDN
True,False,False,16,35,3840.0,2,8648.67,16.35FDN
True,True,True,16,28,4410.0,1,9932.04,16.28FQY
True,False,True,16,31,9540.0,2,6422.04,16.31FDY
True,True,True,16,22,13080.0,2,2125.83,16.22FQY
True,True,False,16,45,4320.0,1,355.42,16.45FQN
True,False,False,16,48,9180.0,2,3259.21,16.48FDN
False,False,False,16,5,3540.0,1,2435.56,16.5EDN
True,True,True,16,17,7950.0,2,3358.94,16.17FQY
False,True,True,16,13,3930.0,1,2778.79,16.13EQY
False,True,True,16,7,5520.0,1,1645.83,16.7EQY
False,False,False,16,3,4590.0,1,395.56,16.3EDN
True,True,True,16,24,2160.0,2,7435.42,16.24FQY
True,True,True,16,29,5550.0,1,10305.69,16.29FQY
True,True,False,16,34,2340.0,2,9592.73,16.34FQN
True,False,True,16,30,1380.0,2,5745.69,16.30FDY
True,False,False,16,43,2730.0,1,3431.77,16.43FDN
True,False,False,16,39,3090.0,1,1825.02,16.39FDN
True,True,True,16,19,4020.0,1,2708.67,16.19FQY
True,False,False,16,46,5010.0,1,2499.48,16.46FDN
True,True,True,16,21,16500.0,2,1069.21,16.21FQY
True,False,False,16,40,4080.0,1,2838.79,16.40FDN
True,False,False,16,37,1650.0,2,5465.56,16.37FDN
True,True,True,16,27,6150.0,2,232.73,16.27FQY
False,True,False,16,12,4110.0,1,2859.06,16.12EQN
False,False,True,16,16,3480.0,1,1281.9,16.16EDY
False,False,True,16,4,5430.0,1,2455.83,16.4EDY
True,True,True,16,18,5970.0,1,3152.46,16.18FQY
False,True,True,16,11,3570.0,1,1375.42,16.11EQY
False,True,False,16,15,4830.0,1,1012.31,16.15EQN
True,True,True,16,20,9300.0,2,7522.31,16.20FQY
True,False,False,16,47,3720.0,1,1355.15,16.47FDN
True,True,True,16,26,11940.0,2,2922.58,16.26FQY
True,True,False,16,36,2160.0,2,6342.17,16.36FQN
True,False,True,16,32,10800.0,2,2132.04,16.32FDY
True,False,False,16,41,4350.0,1,6598.94,16.41FDN
False,True,True,16,8,2610.0,2,14475.69,16.8EQY
False,True,False,16,1,4620.0,1,3152.46,16.1EQN
True,True,True,6,20,4380.0,1,12102.58,6.20FQY
False,False,False,6,6,3330.0,1,14385.69,6.6EDN
True,False,False,6,47,2820.0,2,10245.69,6.47FDN
False,False,True,6,2,3390.0,1,12225.69,6.2EDY
True,True,True,6,18,16140.0,2,2615.96,6.18FQY
False,True,False,6,13,3270.0,2,12805.42,6.13EQN
False,True,True,6,9,3990.0,2,18042.58,6.9EQY
True,True,True,6,26,1560.0,1,13565.56,6.26FQY
True,False,True,6,32,3810.0,1,7025.56,6.32FDY
True,True,False,6,36,3690.0,1,13992.17,6.36FQN
True,False,False,6,41,3750.0,2,12589.21,6.41FDN
True,False,False,6,46,4290.0,2,12692.46,6.46FDN
False,False,True,6,3,4530.0,1,6365.96,6.3EDY
False,True,False,6,7,3840.0,1,16152.17,6.7EQN
True,True,True,6,21,3540.0,1,13578.79,6.21FQY
False,False,True,6,10,4260.0,2,13499.33,6.10EDY
True,True,True,6,19,2070.0,2,11582.04,6.19FQY
False,False,False,6,14,3510.0,2,9819.06,6.14EDN
True,False,False,6,40,4110.0,2,13228.94,6.40FDN
False,False,True,6,5,2970.0,1,9752.46,6.5EDY
True,False,False,6,37,3660.0,1,12372.58,6.37FDN
True,True,True,6,27,4980.0,1,9902.46,6.27FQY
True,True,True,6,17,4020.0,1,9255.69,6.17FQY
True,True,False,6,45,4050.0,2,24262.31,6.45FQN
False,False,False,6,4,4110.0,1,13978.94,6.4EDN
True,True,True,6,22,4080.0,1,11475.69,6.22FQY
True,False,False,6,48,4050.0,1,13395.69,6.48FDN
True,True,True,6,29,4290.0,2,10318.94,6.29FQY
True,True,True,6,24,3960.0,1,10532.04,6.24FQY
True,False,True,6,30,3600.0,1,10998.79,6.30FDY
True,True,False,6,34,4500.0,1,11582.85,6.34FQN
True,False,False,6,43,2490.0,2,8698.94,6.43FDN
True,False,False,6,39,3180.0,2,7268.67,6.39FDN
False,True,True,6,15,3300.0,2,11175.69,6.15EQY
False,True,False,6,11,3840.0,2,13955.56,6.11EQN
False,True,True,6,12,3810.0,2,15372.58,6.12EQY
False,False,False,6,16,5040.0,2,13058.67,6.16EDN
True,False,False,6,33,4560.0,1,7348.94,6.33FDN
False,True,False,6,8,3900.0,2,10179.06,6.8EQN
False,True,True,6,1,3360.0,1,13322.46,6.1EQY
True,True,False,6,44,3660.0,2,12142.73,6.44FQN
True,True,True,6,23,3750.0,1,13581.9,6.23FQY
True,False,True,6,25,4680.0,1,15132.58,6.25FDY
True,False,False,6,42,1470.0,2,13442.46,6.42FDN
True,False,False,6,35,3690.0,1,7262.04,6.35FDN
True,False,False,6,38,4350.0,2,10828.94,6.38FDN
True,True,True,6,28,3390.0,2,20899.21,6.28FQY
True,False,True,6,31,3750.0,1,12715.42,6.31FDY
True,True,True,17,31,5070.0,2,6762.58,17.31FQY
True,False,True,17,28,4860.0,1,3648.79,17.28FDY
True,True,False,17,38,6630.0,1,292.73,17.38FQN
False,True,True,17,4,8970.0,2,1209.48,17.4EQY
True,True,False,17,35,4260.0,2,4842.17,17.35FQN
True,True,False,17,42,4770.0,1,4312.73,17.42FQN
True,True,True,17,25,13680.0,2,49.21,17.25FQY
False,True,False,17,10,3750.0,1,9446.65,17.10EQN
False,True,True,17,14,4440.0,1,2958.79,17.14EQY
True,False,True,17,23,6720.0,2,1151.77,17.23FDY
True,False,False,17,44,6480.0,1,526.1,17.44FDN
True,True,False,17,33,4920.0,2,4803.27,17.33FQN
