Filename,Leading,Trailing,RecLength
10.34FQN_r2.wav,8450,1750,13800
10.35FDN_r1.wav,2150,3100,6800
10.35FDN_r2.wav,5700,1700,10200
10.36FQN_r1.wav,900,3450,6000
10.36FQN_r2.wav,6950,1950,10650
10.37FDN_r1.wav,-1,-1,-1
10.37FDN_r2.wav,7100,1750,12000
10.38FDN_r1.wav,2300,3200,7250
10.38FDN_r2.wav,6650,2100,11450
10.39FDN_r1.wav,1650,1800,6000
10.39FDN_r2.wav,6700,2000,10300
10.3EDY_r1.wav,3850,2450,7900
10.3EDY_r2.wav,7600,1850,11100
10.40FDN_r1.wav,1750,1500,6300
10.40FDN_r2.wav,10200,1900,14850
10.41FDN_r1.wav,1150,2250,6300
10.41FDN_r2.wav,6000,2800,11300
10.42FDN_r1.wav,1200,1800,7700
10.42FDN_r2.wav,6000,1700,10850
10.43FDN_r1.wav,2250,1800,5750
10.43FDN_r2.wav,7850,2300,12900
10.44FQN_r1.wav,3800,1900,7250
10.44FQN_r2.wav,7800,1950,11550
10.45FQN_r1.wav,2550,2250,6800
10.45FQN_r2.wav,12150,2350,16300
10.46FDN_r1.wav,2000,3300,6550
10.46FDN_r2.wav,6800,2050,11650
10.47FDN_r1.wav,1550,1750,5850
10.47FDN_r2.wav,6550,1600,10850
10.48FDN_r1.wav,1700,2700,7350
10.48FDN_r2.wav,9450,1950,14250
10.4EDN_r1.wav,-1,-1,-1
10.4EDN_r2.wav,7900,0,13150
10.5EDY_r1.wav,-1,-1,-1
10.5EDY_r2.wav,10950,1400,14600
10.6EDN_r1.wav,1400,1900,5650
10.6EDN_r2.wav,7450,1500,11100
10.7EQN_r1.wav,2600,1900,6100
10.7EQN_r2.wav,11000,1800,14150
10.8EQN_r1.wav,850,1850,6000
10.8EQN_r2.wav,6050,2150,10750
10.9EQY_r1.wav,3100,2250,6650
10.9EQY_r2.wav,7200,3300,12650
108.101P101_r1.wav,-1,-1,-1
108.101P101_r2.wav,-1,-1,-1
108.102P102_r1.wav,-1,-1,-1
108.102P102_r2.wav,-1,-1,-1
108.103P103_r1.wav,-1,-1,-1
108.103P103_r2.wav,1950,0,5100
108.104P104_r1.wav,2700,800,5650
108.104P104_r2.wav,5600,1700,10050
108.10EDN_r1.wav,-1,-1,-1
108.10EDN_r2.wav,-1,-1,-1
108.11EQY_r1.wav,-1,-1,-1
108.11EQY_r2.wav,-1,-1,-1
108.12EQN_r1.wav,-1,-1,-1
108.12EQN_r2.wav,-1,-1,-1
108.13EQY_r1.wav,-1,-1,-1
108.13EQY_r2.wav,4600,0,5650
108.14EDY_r1.wav,-1,-1,-1
108.14EDY_r2.wav,-1,-1,-1
108.15EQN_r1.wav,450,2400,5850
108.15EQN_r2.wav,-1,-1,-1
108.16EDY_r1.wav,-1,-1,-1
108.16EDY_r2.wav,3400,0,6000
108.17FQY_r1.wav,-1,-1,-1
108.17FQY_r2.wav,-1,-1,-1
108.18FQY_r1.wav,350,0,4750
108.18FQY_r2.wav,2600,0,6450
108.19FQY_r1.wav,1150,1400,6300
108.19FQY_r2.wav,2300,0,5550
108.1EQN_r1.wav,-1,-1,-1
108.1EQN_r2.wav,-1,-1,-1
108.20FQY_r1.wav,-1,-1,-1
108.20FQY_r2.wav,-1,-1,-1
108.21FQY_r1.wav,-1,-1,-1
108.21FQY_r2.wav,-1,-1,-1
108.22FQY_r1.wav,-1,-1,-1
108.22FQY_r2.wav,-1,-1,-1
108.23FQY_r1.wav,-1,-1,-1
108.23FQY_r2.wav,-1,-1,-1
108.24FQY_r1.wav,6300,19200,27300
108.24FQY_r2.wav,1750,0,5400
108.25FDY_r1.wav,650,1350,5300
108.25FDY_r2.wav,1600,0,5850
108.26FQY_r1.wav,-1,-1,-1
108.26FQY_r2.wav,-1,-1,-1
108.27FQY_r1.wav,-1,-1,-1
108.27FQY_r2.wav,-1,-1,-1
108.28FQY_r1.wav,-1,-1,-1
108.28FQY_r2.wav,1800,4500,7550
108.29FQY_r1.wav,-1,-1,-1
108.29FQY_r2.wav,-1,-1,-1
108.2EDN_r1.wav,-1,-1,-1
108.2EDN_r2.wav,-1,-1,-1
108.30FDY_r1.wav,-1,-1,-1
108.30FDY_r2.wav,-1,-1,-1
108.31FDY_r1.wav,-1,-1,-1
108.31FDY_r2.wav,-1,-1,-1
108.32FDY_r1.wav,-1,-1,-1
108.32FDY_r2.wav,-1,-1,-1
108.33FDN_r1.wav,-1,-1,-1
108.33FDN_r2.wav,1750,3150,9400
108.34FQN_r1.wav,-1,-1,-1
108.34FQN_r2.wav,-1,-1,-1
108.35FDN_r1.wav,-1,-1,-1
108.35FDN_r2.wav,-1,-1,-1
108.36FQN_r1.wav,900,0,4750
108.36FQN_r2.wav,2650,0,4750
108.37FDN_r1.wav,-1,-1,-1
108.37FDN_r2.wav,-1,-1,-1
108.38FDN_r1.wav,-1,-1,-1
108.38FDN_r2.wav,-1,-1,-1
108.39FDN_r1.wav,-1,-1,-1
108.39FDN_r2.wav,-1,-1,-1
108.3EDN_r1.wav,-1,-1,-1
108.3EDN_r2.wav,-1,-1,-1
108.40FDN_r1.wav,-1,-1,-1
108.40FDN_r2.wav,-1,-1,-1
108.41FDN_r1.wav,-1,-1,-1
108.41FDN_r2.wav,-1,-1,-1
108.42FDN_r1.wav,-1,-1,-1
108.42FDN_r2.wav,-1,-1,-1
108.43FDN_r1.wav,2600,0,6200
108.43FDN_r2.wav,450,0,5300
108.44FQN_r1.wav,-1,-1,-1
108.44FQN_r2.wav,-1,-1,-1
108.45FQN_r1.wav,600,2900,4950
108.45FQN_r2.wav,3050,0,5400
108.46FDN_r1.wav,-1,-1,-1
108.46FDN_r2.wav,4350,2500,8950
108.47FDN_r1.wav,1100,400,4850
108.47FDN_r2.wav,3050,0,4400
108.48FDN_r1.wav,-1,-1,-1
108.48FDN_r2.wav,-1,-1,-1
108.4EDY_r1.wav,-1,-1,-1
108.4EDY_r2.wav,2650,0,5850
108.5EDN_r1.wav,1000,500,5300
108.5EDN_r2.wav,3500,0,6100
108.6EDY_r1.wav,1750,1450,4850
108.6EDY_r2.wav,1600,0,5300
108.7EQY_r1.wav,-1,-1,-1
108.7EQY_r2.wav,-1,-1,-1
108.8EQY_r1.wav,-1,-1,-1
108.8EQY_r2.wav,-1,-1,-1
108.9EQN_r1.wav,-1,-1,-1
108.9EQN_r2.wav,-1,-1,-1
11.101P101_r1.wav,1300,2850,7250
11.101P101_r2.wav,9000,2300,13000
11.102P102_r1.wav,1350,3150,7800
11.102P102_r2.wav,7800,3350,14600
11.10EQY_r1.wav,4700,0,6200
11.10EQY_r2.wav,10200,0,11300
11.11EDN_r1.wav,1950,1550,5300
11.11EDN_r2.wav,10300,0,12200
11.15EDY_r1.wav,-1,-1,-1
11.15EDY_r2.wav,8700,1050,14850
11.16EQN_r1.wav,2050,2950,7350
11.16EQN_r2.wav,2350,2250,9600
11.17FDY_r1.wav,-1,-1,-1
11.17FDY_r2.wav,1950,850,8350
11.18FDY_r1.wav,2300,2350,6800
11.18FDY_r2.wav,4650,1100,8500
11.19FDY_r1.wav,800,3250,6900
11.19FDY_r2.wav,1750,550,9600
11.1EDY_r1.wav,2000,1400,5550
11.1EDY_r2.wav,1000,11250,13600
11.21FDY_r1.wav,-1,-1,-1
11.21FDY_r2.wav,6600,2700,11100
11.23FDY_r1.wav,900,2150,5550
11.23FDY_r2.wav,2700,1200,7450
11.24FDY_r1.wav,-1,-1,-1
11.24FDY_r2.wav,12150,2150,15850
11.25FQY_r1.wav,500,3950,7700
11.25FQY_r2.wav,11650,10300,23900
11.27FDY_r1.wav,1150,1700,5100
11.28FDY_r1.wav,2500,2250,6800
11.28FDY_r2.wav,-1,-1,-1
11.29FDY_r1.wav,1800,1550,5850
11.29FDY_r2.wav,900,6500,9150
11.30FQY_r1.wav,2050,5800,9950
11.30FQY_r2.wav,8200,2900,12450
11.31FQY_r1.wav,1750,3800,8700
11.31FQY_r2.wav,4750,3750,10650
11.32FQY_r1.wav,1600,1300,5300
11.32FQY_r2.wav,4550,8550,14950
11.34FDN_r1.wav,1000,2650,6900
11.34FDN_r2.wav,5750,4950,12800
11.35FQN_r1.wav,-1,-1,-1
11.35FQN_r2.wav,5050,1300,8250
11.36FDN_r1.wav,700,3100,6650
11.36FDN_r2.wav,32000,1400,34800
11.37FQN_r1.wav,2100,1000,7450
11.37FQN_r2.wav,2850,1900,8600
11.39FQN_r1.wav,1900,1300,5100
11.39FQN_r2.wav,5100,3600,11100
11.3EQY_r1.wav,550,1350,5300
11.3EQY_r2.wav,2300,5900,9500
11.41FQN_r1.wav,1950,700,4600
11.41FQN_r2.wav,2100,900,6300
11.42FQN_r1.wav,1450,3650,6650
11.42FQN_r2.wav,2000,1200,7350
11.43FQN_r1.wav,-1,-1,-1
11.43FQN_r2.wav,14500,8200,23800
11.44FDN_r1.wav,-1,-1,-1
11.44FDN_r2.wav,2250,0,7800
11.45FDN_r1.wav,-1,-1,-1
11.45FDN_r2.wav,16550,2950,21050
11.47FQN_r1.wav,1100,2750,6450
11.47FQN_r2.wav,6950,2600,11300
11.48FQN_r1.wav,-1,-1,-1
11.48FQN_r2.wav,7550,1850,10750
11.4EQN_r1.wav,-1,-1,-1
11.4EQN_r2.wav,4700,1350,8950
11.5EQY_r1.wav,1600,3100,7100
11.5EQY_r2.wav,23200,4300,29350
11.6EQN_r1.wav,3250,1550,6450
11.6EQN_r2.wav,650,5450,7800
11.7EDN_r1.wav,-1,-1,-1
11.7EDN_r2.wav,11850,2350,15600
11.8EDN_r1.wav,750,2350,6300
11.8EDN_r2.wav,3250,600,7800
12.101P101_r1.wav,800,750,4500
12.101P101_r2.wav,7800,1200,11100
12.102P102_r1.wav,2550,600,5300
12.102P102_r2.wav,6100,2350,12550
12.103P103_r1.wav,-1,-1,-1
12.103P103_r2.wav,1250,10350,13800
12.104P104_r1.wav,-1,-1,-1
12.104P104_r2.wav,9800,1100,12100
12.10EDN_r1.wav,-1,-1,-1
12.10EDN_r2.wav,5300,0,12100
12.11EQY_r1.wav,-1,-1,-1
12.11EQY_r2.wav,5000,600,11300
12.12EQN_r1.wav,-1,-1,-1
12.12EQN_r2.wav,7700,1650,11750
12.13EQY_r1.wav,1400,1400,4750
12.13EQY_r2.wav,7050,1300,11750
12.14EDY_r1.wav,850,950,3950
12.14EDY_r2.wav,5950,1500,10500
12.15EQN_r1.wav,-1,-1,-1
12.15EQN_r2.wav,4500,0,10850
12.16EDY_r1.wav,1200,850,4150
12.16EDY_r2.wav,5050,1000,10500
12.17FQY_r1.wav,-1,-1,-1
12.17FQY_r2.wav,4200,1200,10300
12.18FQY_r1.wav,-1,-1,-1
12.18FQY_r2.wav,6500,0,13150
12.19FQY_r1.wav,-1,-1,-1
12.19FQY_r2.wav,2350,4700,9950
12.1EQN_r1.wav,-1,-1,-1
12.1EQN_r2.wav,4300,1200,11750
12.20FQY_r1.wav,600,3300,5200
12.20FQY_r2.wav,4850,900,10850
12.21FQY_r1.wav,1000,850,5650
12.21FQY_r2.wav,1950,2850,10050
12.22FQY_r1.wav,1150,1650,6550
12.22FQY_r2.wav,5250,10450,18100
12.23FQY_r1.wav,2050,600,4600
12.23FQY_r2.wav,5450,950,9850
12.24FQY_r1.wav,-1,-1,-1
12.24FQY_r2.wav,7050,0,10950
12.25FDY_r1.wav,-1,-1,-1
12.25FDY_r2.wav,9450,0,10950
12.26FQY_r1.wav,-1,-1,-1
12.26FQY_r2.wav,11850,550,14350
12.27FQY_r1.wav,1100,1100,4500
12.27FQY_r2.wav,8250,0,10650
12.28FQY_r1.wav,-1,-1,-1
12.28FQY_r2.wav,5600,1250,10400
12.29FQY_r1.wav,500,1600,5200
12.29FQY_r2.wav,5200,700,11200
12.2EDN_r1.wav,1100,1100,5300
12.2EDN_r2.wav,8250,5550,15500
12.30FDY_r1.wav,400,1200,4750
12.30FDY_r2.wav,9150,0,11550
12.31FDY_r1.wav,-1,-1,-1
12.31FDY_r2.wav,8100,1250,12550
12.32FDY_r1.wav,1750,0,4300
12.32FDY_r2.wav,10150,1250,13150
12.33FDN_r1.wav,-1,-1,-1
12.33FDN_r2.wav,8250,1650,12800
12.34FQN_r1.wav,1950,3150,7000
12.34FQN_r2.wav,9800,4550,17300
12.35FDN_r1.wav,-1,-1,-1
12.35FDN_r2.wav,5850,550,10200
12.36FQN_r1.wav,-1,-1,-1
12.36FQN_r2.wav,6900,1100,10850
12.37FDN_r1.wav,-1,-1,-1
12.37FDN_r2.wav,7800,0,9250
12.38FDN_r1.wav,450,0,4300
12.38FDN_r2.wav,6000,2250,10200
12.39FDN_r1.wav,1750,1300,4600
12.39FDN_r2.wav,7900,1750,11750
12.3EDN_r1.wav,800,750,4950
12.3EDN_r2.wav,2750,0,10850
12.40FDN_r1.wav,700,750,4500
12.40FDN_r2.wav,2550,6950,12800
12.41FDN_r1.wav,-1,-1,-1
12.41FDN_r2.wav,6750,850,10300
12.42FDN_r1.wav,1650,900,5850
12.42FDN_r2.wav,9350,1550,14150
12.43FDN_r1.wav,500,0,4150
12.43FDN_r2.wav,7750,1150,11450
12.44FQN_r1.wav,2650,1900,6000
12.44FQN_r2.wav,1900,700,13150
12.45FQN_r1.wav,1700,750,4600
12.45FQN_r2.wav,9950,850,12800
12.46FDN_r1.wav,1550,900,4750
12.46FDN_r2.wav,8650,0,9950
12.47FDN_r1.wav,2500,850,5300
12.47FDN_r2.wav,8550,1200,11300
12.48FDN_r1.wav,2800,0,5300
12.48FDN_r2.wav,5400,3400,11300
12.4EDY_r1.wav,-1,-1,-1
12.4EDY_r2.wav,6750,800,10650
12.5EDN_r1.wav,1400,700,4050
12.5EDN_r2.wav,5450,1250,9750
12.6EDY_r1.wav,-1,-1,-1
12.6EDY_r2.wav,5550,1200,10500
12.7EQY_r1.wav,1850,1600,5550
12.7EQY_r2.wav,7300,2400,13700
12.8EQY_r1.wav,-1,-1,-1
12.8EQY_r2.wav,3900,10450,16650
12.9EQN_r1.wav,1850,1050,4400
12.9EQN_r2.wav,3650,6000,11300
13.101P101_r1.wav,-1,-1,-1
13.101P101_r2.wav,2550,8400,13700
13.102P102_r1.wav,-1,-1,-1
13.102P102_r2.wav,14600,650,16850
13.103P103_r1.wav,-1,-1,-1
13.103P103_r2.wav,9900,1750,14250
13.104P104_r1.wav,950,1200,5200
13.104P104_r2.wav,7150,1350,12200
13.10EQN_r1.wav,1850,1400,7800
13.10EQN_r2.wav,2200,7100,14250
13.11EDY_r1.wav,1550,4150,7250
13.11EDY_r2.wav,12650,0,15950
13.12EDN_r1.wav,-1,-1,-1
13.12EDN_r2.wav,8450,1100,11900
13.13EDY_r1.wav,2550,1550,6100
13.13EDY_r2.wav,9150,2450,14950
13.14EQY_r1.wav,1950,1400,6200
13.14EQY_r2.wav,10500,1100,13800
13.15EDN_r1.wav,-1,-1,-1
13.15EDN_r2.wav,11550,1300,16650
13.16EQY_r1.wav,950,0,6000
13.16EQY_r2.wav,2250,10350,14850
13.17FDY_r1.wav,-1,-1,-1
13.17FDY_r2.wav,12300,1400,16850
13.18FDY_r1.wav,1950,500,6100
13.18FDY_r2.wav,6550,5750,24350
13.19FDY_r1.wav,1300,950,4850
13.19FDY_r2.wav,6700,1450,11900
13.1EDN_r1.wav,-1,-1,-1
13.1EDN_r2.wav,1950,13550,19150
13.20FDY_r1.wav,-1,-1,-1
13.20FDY_r2.wav,12250,1400,15850
13.21FDY_r1.wav,-1,-1,-1
13.21FDY_r2.wav,7750,1800,12200
13.22FDY_r1.wav,-1,-1,-1
13.22FDY_r2.wav,3050,11700,16550
13.23FDY_r1.wav,-1,-1,-1
13.23FDY_r2.wav,5750,0,11300
13.24FDY_r1.wav,3200,300,5850
13.24FDY_r2.wav,5900,0,11550
13.25FQY_r1.wav,3550,1050,7800
13.25FQY_r2.wav,13100,800,18350
13.26FDY_r1.wav,2850,2550,7800
13.26FDY_r2.wav,11450,1100,16400
13.27FDY_r1.wav,-1,-1,-1
13.27FDY_r2.wav,9800,1400,13000
13.28FDY_r1.wav,400,1250,5400
13.28FDY_r2.wav,7900,1500,11300
13.29FDY_r1.wav,1550,850,5850
13.29FDY_r2.wav,8000,1250,13000
13.2EQN_r1.wav,750,800,5100
13.2EQN_r2.wav,7550,0,9850
13.30FQY_r1.wav,5700,0,10750
13.30FQY_r2.wav,13000,0,18100
13.31FQY_r1.wav,2700,1500,6450
13.31FQY_r2.wav,10000,1700,17750
13.32FQY_r1.wav,750,1000,6450
13.32FQY_r2.wav,7950,2300,13900
13.33FQN_r1.wav,-1,-1,-1
13.33FQN_r2.wav,5350,0,9850
13.34FDN_r1.wav,-1,-1,-1
13.34FDN_r2.wav,12550,3400,17550
13.35FQN_r1.wav,-1,-1,-1
13.35FQN_r2.wav,9450,0,13600
13.36FDN_r1.wav,4550,950,7100
13.36FDN_r2.wav,7850,0,18450
13.37FQN_r1.wav,-1,-1,-1
13.37FQN_r2.wav,7800,6200,18250
13.38FQN_r1.wav,-1,-1,-1
13.38FQN_r2.wav,7650,1400,13150
13.39FQN_r1.wav,1100,1800,6300
13.39FQN_r2.wav,11200,0,17450
13.3EQN_r1.wav,-1,-1,-1
13.3EQN_r2.wav,8650,1400,12350
13.40FQN_r1.wav,-1,-1,-1
13.40FQN_r2.wav,15350,1350,18000
13.41FQN_r1.wav,1850,2500,6900
13.41FQN_r2.wav,5000,0,10500
13.42FQN_r1.wav,-1,-1,-1
13.42FQN_r2.wav,3250,7950,13900
13.43FQN_r1.wav,-1,-1,-1
13.43FQN_r2.wav,9100,2150,14250
13.44FDN_r1.wav,-1,-1,-1
13.44FDN_r2.wav,9700,1800,14350
13.45FDN_r1.wav,3050,4050,8700
13.45FDN_r2.wav,26800,1050,32150
13.46FQN_r1.wav,6800,0,8500
13.46FQN_r2.wav,8400,16400,27200
13.47FQN_r1.wav,-1,-1,-1
13.47FQN_r2.wav,7350,3200,16550
13.48FQN_r1.wav,-1,-1,-1
13.48FQN_r2.wav,16250,800,20600
13.4EQY_r1.wav,1450,1300,7250
13.4EQY_r2.wav,6250,2350,12650
13.5EQN_r1.wav,-1,-1,-1
13.5EQN_r2.wav,6500,0,11750
13.6EQY_r1.wav,-1,-1,-1
13.6EQY_r2.wav,14150,0,16550
13.7EDY_r1.wav,1000,600,7700
13.7EDY_r2.wav,1950,14350,17550
13.8EDY_r1.wav,-1,-1,-1
13.8EDY_r2.wav,2850,450,13800
13.9EDN_r1.wav,-1,-1,-1
13.9EDN_r2.wav,2250,1350,12550
14.101P101_r1.wav,700,1350,4950
14.101P101_r2.wav,5750,1000,8500
14.102P102_r1.wav,750,2800,6800
14.102P102_r2.wav,6700,1300,11300
14.103P103_r1.wav,-1,-1,-1
14.103P103_r2.wav,3700,1150,8700
14.104P104_r1.wav,-1,-1,-1
14.104P104_r2.wav,8250,900,12100
14.10EDY_r1.wav,2400,0,6650
14.10EDY_r2.wav,8650,1050,12200
14.11EQN_r1.wav,-1,-1,-1
14.11EQN_r2.wav,7950,1400,11100
14.12EQY_r1.wav,1450,650,4950
14.12EQY_r2.wav,10150,1500,15500
14.13EQN_r1.wav,-1,-1,-1
14.13EQN_r2.wav,6750,6200,15950
14.14EDN_r1.wav,-1,-1,-1
14.14EDN_r2.wav,3900,0,11300
14.15EQY_r1.wav,2350,1150,6000
14.15EQY_r2.wav,1150,8450,14350
14.16EDN_r1.wav,1700,2450,5750
14.16EDN_r2.wav,5250,1650,10750
14.17FQY_r1.wav,-1,-1,-1
14.17FQY_r2.wav,8300,0,10950
14.18FQY_r1.wav,-1,-1,-1
14.18FQY_r2.wav,8250,0,14150
14.19FQY_r1.wav,-1,-1,-1
14.19FQY_r2.wav,6950,1800,12000
14.1EQY_r1.wav,1950,1250,6300
14.1EQY_r2.wav,10550,1450,15600
14.20FQY_r1.wav,1750,1550,6900
14.20FQY_r2.wav,6650,6950,17450
14.21FQY_r1.wav,2100,700,5300
14.21FQY_r2.wav,8150,1500,12350
14.22FQY_r1.wav,1550,6700,10500
14.22FQY_r2.wav,13200,450,17200
14.23FQY_r1.wav,-1,-1,-1
14.23FQY_r2.wav,1150,12650,15600
14.24FQY_r1.wav,1800,2300,6550
14.24FQY_r2.wav,10300,2150,14700
14.25FDY_r1.wav,-1,-1,-1
14.25FDY_r2.wav,9450,1050,13150
14.26FQY_r1.wav,4500,1650,7800
14.26FQY_r2.wav,5650,650,10500
14.27FQY_r1.wav,1400,3750,7350
14.27FQY_r2.wav,10150,1150,14500
14.28FQY_r1.wav,2000,2750,6200
14.28FQY_r2.wav,7200,1300,10750
14.29FQY_r1.wav,1250,500,5400
14.29FQY_r2.wav,5050,1700,10650
14.2EDY_r1.wav,-1,-1,-1
14.2EDY_r2.wav,12850,0,16750
