UID,SID,IID,Reading,Condition_GP,Condition_Q,REC_CLEAN,REC,XY,FIRST,V,OBJ,PP1,STRONG,WEAK,STRUG,STRUG_START,QI
202-3-1,202,3,1,TRUE,FALSE,3EDY,3EDY,Y,16X,NO,NO,YES,PP1,NONE,YES,PP2,NO
202-3-2,202,3,2,TRUE,FALSE,3EDY,3EDY,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO
202-4-1,202,4,1,FALSE,FALSE,4EDN,4EDN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
202-4-2,202,4,2,FALSE,FALSE,4EDN,4EDN,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO
202-5-1,202,5,1,TRUE,FALSE,5EDY,5EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
202-5-2,202,5,2,TRUE,FALSE,5EDY,5EDY,X,16X,YES,YES,YES,OBJ,V,NO,,NO
202-7-1,202,7,1,FALSE,TRUE,7EQN,7EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES
202-7-2,202,7,2,FALSE,TRUE,7EQN,7EQN,X,16X,NO,YES,YES,NONE,NONE,NO,,YES
202-8-1,202,8,1,FALSE,TRUE,8EQN,8EQN,Y,16X,NO,NO,YES,PP1,NONE,YES,PP1,YES
202-8-2,202,8,2,FALSE,TRUE,8EQN,8EQN,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES
202-9-1,202,9,1,TRUE,TRUE,9EQY,9EQY,Y,16X,YES,YES,YES,OBJ,V,NO,,NO
202-9-2,202,9,2,TRUE,TRUE,9EQY,9EQY,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO
203-1-1,203,1,1,TRUE,FALSE,1EDY,1EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-1-2,203,1,2,TRUE,FALSE,1EDY,1EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-10-1,203,10,1,TRUE,TRUE,10EQY,10EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES
203-10-2,203,10,2,TRUE,TRUE,10EQY,10EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES
203-11-1,203,11,1,FALSE,FALSE,11EDN,11EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO
203-11-2,203,11,2,FALSE,FALSE,11EDN,11EDN,X,16X,NO,YES,YES,NONE,NONE,NO,,NO
203-12-1,203,12,1,TRUE,FALSE,12EDY,12EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-12-2,203,12,2,TRUE,FALSE,12EDY,12EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-13-1,203,13,1,FALSE,FALSE,13EDN,13EDN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO
203-13-2,203,13,2,FALSE,FALSE,13EDN,13EDN,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO
203-14-1,203,14,1,FALSE,TRUE,14EQN,14EQN,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES
203-14-2,203,14,2,FALSE,TRUE,14EQN,14EQN,X,16X,NO,YES,YES,PP1,NONE,NO,,YES
203-15-1,203,15,1,TRUE,FALSE,15EDY,15EDY,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-15-2,203,15,2,TRUE,FALSE,15EDY,15EDY,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
203-16-1,203,16,1,FALSE,TRUE,16EQN,16EQN,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-16-2,203,16,2,FALSE,TRUE,16EQN,16EQN,X,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-2-1,203,2,1,TRUE,TRUE,2EQY,2EQY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
203-2-2,203,2,2,TRUE,TRUE,2EQY,2EQY,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES
203-3-1,203,3,1,TRUE,TRUE,3EQY,3EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-3-2,203,3,2,TRUE,TRUE,3EQY,3EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-4-1,203,4,1,FALSE,TRUE,4EQN,4EQN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES
203-4-2,203,4,2,FALSE,TRUE,4EQN,4EQN,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES
203-5-1,203,5,1,TRUE,TRUE,5EQY,5EQY,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-5-2,203,5,2,TRUE,TRUE,5EQY,5EQY,X,16X,NO,NO,YES,PP1,NONE,NO,,YES
203-6-1,203,6,1,FALSE,TRUE,6EQN,6EQN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES
203-6-2,203,6,2,FALSE,TRUE,6EQN,6EQN,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES
203-7-1,203,7,1,FALSE,FALSE,7EDN,7EDN,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
203-7-2,203,7,2,FALSE,FALSE,7EDN,7EDN,X,16X,NO,NO,NO,NONE,NONE,NO,,NO
203-8-1,203,8,1,FALSE,FALSE,8EDN,8EDN,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO
203-8-2,203,8,2,FALSE,FALSE,8EDN,8EDN,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO
203-9-1,203,9,1,TRUE,FALSE,9EDY,9EDY,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
203-9-2,203,9,2,TRUE,FALSE,9EDY,9EDY,X,16X,NO,NO,YES,PP1,OBJ,NO,,NO
204-1-1,204,1,1,FALSE,TRUE,1EQN,1EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES
204-1-2,204,1,2,FALSE,TRUE,1EQN,1EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES
204-10-1,204,10,1,FALSE,FALSE,10EDN,10EDN,Y,1X,YES,YES,YES,OBJ,PP1,NO,,NO
204-10-2,204,10,2,FALSE,FALSE,10EDN,10EDN,X,1X,YES,YES,NO,OBJ,V,NO,,NO
204-11-1,204,11,1,FALSE,TRUE,11EQN,11EQN,Y,1X,,,,,,,,
204-11-2,204,11,2,FALSE,TRUE,11EQN,11EQN,X,1X,YES,YES,YES,PP1,V,NO,,YES
204-12-1,204,12,1,FALSE,TRUE,12EQN,12EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES
204-12-2,204,12,2,FALSE,TRUE,12EQN,12EQN,X,1X,YES,NO,YES,PP1,V,NO,,YES
204-13-1,204,13,1,TRUE,TRUE,13EQY,13EQY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES
204-13-2,204,13,2,TRUE,TRUE,13EQY,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
204-14-1,204,14,1,TRUE,FALSE,14EDY,14EDY,Y,1X,NO,YES,YES,OBJ,PP1,YES,PP2,NO
204-14-2,204,14,2,TRUE,FALSE,14EDY,14EDY,X,1X,YES,NO,YES,PP1,V,NO,,NO
204-15-1,204,15,1,FALSE,TRUE,15EQN,15EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES
204-15-2,204,15,2,FALSE,TRUE,15EQN,15EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES
204-16-1,204,16,1,TRUE,FALSE,16EDY,16EDY,Y,1X,NO,YES,YES,NONE,NONE,NO,,NO
204-16-2,204,16,2,TRUE,FALSE,16EDY,16EDY,X,1X,NO,NO,YES,PP1,NONE,YES,V,NO
204-2-1,204,2,1,FALSE,FALSE,2EDN,2EDN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
204-2-2,204,2,2,FALSE,FALSE,2EDN,2EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO
204-3-1,204,3,1,FALSE,FALSE,3EDN,3EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO
204-3-2,204,3,2,FALSE,FALSE,3EDN,3EDN,X,1X,NO,YES,YES,NONE,NONE,YES,PP2,NO
204-4-1,204,4,1,TRUE,FALSE,4EDY,4EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
204-4-2,204,4,2,TRUE,FALSE,4EDY,4EDY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP1,NO
204-5-1,204,5,1,FALSE,FALSE,5EDN,5EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO
204-5-2,204,5,2,FALSE,FALSE,5EDN,5EDN,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO
204-6-1,204,6,1,TRUE,FALSE,6EDY,6EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
204-6-2,204,6,2,TRUE,FALSE,6EDY,6EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO
204-7-1,204,7,1,TRUE,TRUE,7EQY,7EQY,Y,1X,NO,YES,YES,PP1,OBJ,YES,PP2,YES
204-7-2,204,7,2,TRUE,TRUE,7EQY,7EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
204-8-1,204,8,1,TRUE,TRUE,8EQY,8EQY,Y,1X,NO,YES,YES,PP1,OBJ,YES,START,YES
204-8-2,204,8,2,TRUE,TRUE,8EQY,8EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
204-9-1,204,9,1,FALSE,TRUE,9EQN,9EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES
204-9-2,204,9,2,FALSE,TRUE,9EQN,9EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES
205-1-1,205,1,1,FALSE,FALSE,1EDN,1EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
205-1-2,205,1,2,FALSE,FALSE,1EDN,1EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
205-10-1,205,10,1,FALSE,TRUE,10EQN,10EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-10-2,205,10,2,FALSE,TRUE,10EQN,10EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
205-11-1,205,11,1,TRUE,FALSE,11EDY,11EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
205-11-2,205,11,2,TRUE,FALSE,11EDY,11EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
205-12-1,205,12,1,FALSE,FALSE,12EDN,12EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
205-12-2,205,12,2,FALSE,FALSE,12EDN,12EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
205-13-1,205,13,1,TRUE,FALSE,13EDY,13EDY,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO
205-13-2,205,13,2,TRUE,FALSE,13EDY,13EDY,X,1Y,YES,YES,YES,PP1,V,NO,,NO
205-14-1,205,14,1,TRUE,TRUE,14EQY,14EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
205-14-2,205,14,2,TRUE,TRUE,14EQY,14EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
205-15-1,205,15,1,FALSE,FALSE,15EDN,15EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
205-15-2,205,15,2,FALSE,FALSE,15EDN,15EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
205-16-1,205,16,1,TRUE,TRUE,16EQY,16EQY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-16-2,205,16,2,TRUE,TRUE,16EQY,16EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-2-1,205,2,1,FALSE,TRUE,2EQN,2EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
205-2-2,205,2,2,FALSE,TRUE,2EQN,2EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-3-1,205,3,1,FALSE,TRUE,3EQN,3EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-3-2,205,3,2,FALSE,TRUE,3EQN,3EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-4-1,205,4,1,TRUE,TRUE,4EQY,4EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
205-4-2,205,4,2,TRUE,TRUE,4EQY,4EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
205-5-1,205,5,1,FALSE,TRUE,5EQN,5EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
205-5-2,205,5,2,FALSE,TRUE,5EQN,5EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
205-6-1,205,6,1,TRUE,TRUE,6EQY,6EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
205-6-2,205,6,2,TRUE,TRUE,6EQY,6EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
205-7-1,205,7,1,TRUE,FALSE,7EDY,7EDY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO
205-7-2,205,7,2,TRUE,FALSE,7EDY,7EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
205-8-1,205,8,1,TRUE,FALSE,8EDY,8EDY,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO
205-8-2,205,8,2,TRUE,FALSE,8EDY,8EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
205-9-1,205,9,1,FALSE,FALSE,9EDN,9EDN,Y,1Y,NO,YES,YES,NONE,NONE,NO,,NO
205-9-2,205,9,2,FALSE,FALSE,9EDN,9EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
206-1-1,206,1,1,TRUE,TRUE,1EQY,1EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
206-1-2,206,1,2,TRUE,TRUE,1EQY,1EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
206-10-1,206,10,1,TRUE,FALSE,10EDY,10EDY,Y,16Y,YES,NO,YES,PP1,V,NO,,NO
206-10-2,206,10,2,TRUE,FALSE,10EDY,10EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-11-1,206,11,1,FALSE,TRUE,11EQN,11EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
206-11-2,206,11,2,FALSE,TRUE,11EQN,11EQN,X,16Y,NO,YES,YES,OBJ,PP1,YES,,YES
206-12-1,206,12,1,TRUE,TRUE,12EQY,12EQY,Y,16Y,YES,NO,YES,PP1,V,NO,,YES
206-12-2,206,12,2,TRUE,TRUE,12EQY,12EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
206-13-1,206,13,1,FALSE,TRUE,13EQN,13EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
206-13-2,206,13,2,FALSE,TRUE,13EQN,13EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
206-14-1,206,14,1,FALSE,FALSE,14EDN,14EDN,Y,16Y,YES,YES,NO,V,OBJ,NO,,NO
206-14-2,206,14,2,FALSE,FALSE,14EDN,14EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
206-15-1,206,15,1,TRUE,TRUE,15EQY,15EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-15-2,206,15,2,TRUE,TRUE,15EQY,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
206-16-1,206,16,1,FALSE,FALSE,16EDN,16EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-16-2,206,16,2,FALSE,FALSE,16EDN,16EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-2-1,206,2,1,TRUE,FALSE,2EDY,2EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-2-2,206,2,2,TRUE,FALSE,2EDY,2EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-3-1,206,3,1,TRUE,FALSE,3EDY,3EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-3-2,206,3,2,TRUE,FALSE,3EDY,3EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
206-4-1,206,4,1,FALSE,FALSE,4EDN,4EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
206-4-2,206,4,2,FALSE,FALSE,4EDN,4EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
206-5-1,206,5,1,TRUE,FALSE,5EDY,5EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
206-5-2,206,5,2,TRUE,FALSE,5EDY,5EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
206-6-1,206,6,1,FALSE,FALSE,6EDN,6EDN,Y,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,NO
206-6-2,206,6,2,FALSE,FALSE,6EDN,6EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
206-7-1,206,7,1,FALSE,TRUE,7EQN,7EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
206-7-2,206,7,2,FALSE,TRUE,7EQN,7EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
206-8-1,206,8,1,FALSE,TRUE,8EQN,8EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
206-8-2,206,8,2,FALSE,TRUE,8EQN,8EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
206-9-1,206,9,1,TRUE,TRUE,9EQY,9EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
206-9-2,206,9,2,TRUE,TRUE,9EQY,9EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
207-1-1,207,1,1,TRUE,FALSE,1EDY,1EDY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO
207-1-2,207,1,2,TRUE,FALSE,1EDY,1EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
207-10-1,207,10,1,TRUE,TRUE,10EQY,10EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
207-10-2,207,10,2,TRUE,TRUE,10EQY,10EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
207-11-1,207,11,1,FALSE,FALSE,11EDN,11EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
207-11-2,207,11,2,FALSE,FALSE,11EDN,11EDN,X,1X,YES,YES,NO,V,OBJ,NO,,NO
207-12-1,207,12,1,TRUE,FALSE,12EDY,12EDY,Y,1X,YES,NO,YES,PP1,V,NO,,NO
207-12-2,207,12,2,TRUE,FALSE,12EDY,12EDY,X,1Y,NO,NO,YES,PP1,NONE,YES,PP2,NO
207-13-1,207,13,1,FALSE,FALSE,13EDN,13EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
207-13-2,207,13,2,FALSE,FALSE,13EDN,13EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO
207-14-1,207,14,1,FALSE,TRUE,14EQN,14EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES
207-14-2,207,14,2,FALSE,TRUE,14EQN,14EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
207-15-1,207,15,1,TRUE,FALSE,15EDY,15EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
207-15-2,207,15,2,TRUE,FALSE,15EDY,15EDY,X,1X,NO,YES,YES,NONE,NONE,NO,,NO
207-16-1,207,16,1,FALSE,TRUE,16EQN,16EQN,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
207-16-2,207,16,2,FALSE,TRUE,16EQN,16EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO
207-2-1,207,2,1,TRUE,TRUE,2EQY,2EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
207-2-2,207,2,2,TRUE,TRUE,2EQY,2EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
207-3-1,207,3,1,TRUE,TRUE,3EQY,3EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
207-3-2,207,3,2,TRUE,TRUE,3EQY,3EQY,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES
207-4-1,207,4,1,FALSE,TRUE,4EQN,4EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES
207-4-2,207,4,2,FALSE,TRUE,4EQN,4EQN,X,1Y,NO,YES,YES,OBJ,PP1,YES,PP2,YES
207-5-1,207,5,1,TRUE,TRUE,5EQY,5EQY,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
207-5-2,207,5,2,TRUE,TRUE,5EQY,5EQY,X,1X,NO,NO,YES,PP1,NONE,NO,,YES
207-6-1,207,6,1,FALSE,TRUE,6EQN,6EQN,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES
207-6-2,207,6,2,FALSE,TRUE,6EQN,6EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
207-7-1,207,7,1,FALSE,FALSE,7EDN,7EDN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO
207-7-2,207,7,2,FALSE,FALSE,7EDN,7EDN,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO
207-8-1,207,8,1,FALSE,FALSE,8EDN,8EDN,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO
207-8-2,207,8,2,FALSE,FALSE,8EDN,8EDN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
207-9-1,207,9,1,TRUE,FALSE,9EDY,9EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
207-9-2,207,9,2,TRUE,FALSE,9EDY,9EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO
208-1-1,208,1,1,FALSE,TRUE,1EQN,1EQN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES
208-1-2,208,1,2,FALSE,TRUE,1EQN,1EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES
208-10-1,208,10,1,FALSE,FALSE,10EDN,10EDN,Y,1X,YES,YES,NO,OBJ,V,NO,,NO
208-10-2,208,10,2,FALSE,FALSE,10EDN,10EDN,X,1X,YES,YES,YES,OBJ,PP1,NO,,NO
208-11-1,208,11,1,TRUE,TRUE,11EQY,11EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
208-11-2,208,11,2,TRUE,TRUE,11EQY,11EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
208-12-1,208,12,1,FALSE,TRUE,12EQN,12EQN,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
208-12-2,208,12,2,FALSE,TRUE,12EQN,12EQN,X,1X,YES,NO,YES,PP1,V,NO,,YES
208-13-1,208,13,1,TRUE,TRUE,13EQY,13EQY,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES
208-13-2,208,13,2,TRUE,TRUE,13EQY,13EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
208-14-1,208,14,1,TRUE,FALSE,14EDY,14EDY,Y,1X,NO,YES,YES,NONE,NONE,NO,,NO
208-14-2,208,14,2,TRUE,FALSE,14EDY,14EDY,X,1X,NO,YES,YES,OBJ,PP1,YES,PP2,NO
208-15-1,208,15,1,FALSE,TRUE,15EQN,15EQN,Y,1X,NO,YES,YES,OBJ,PP1,NO,,YES
208-15-2,208,15,2,FALSE,TRUE,15EQN,15EQN,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES
208-16-1,208,16,1,TRUE,FALSE,16EDY,16EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
208-16-2,208,16,2,TRUE,FALSE,16EDY,16EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO
208-2-1,208,2,1,FALSE,FALSE,2EDN,2EDN,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO
208-2-2,208,2,2,FALSE,FALSE,2EDN,2EDN,X,1X,NO,NO,YES,PP1,NONE,NO,,NO
208-3-1,208,3,1,FALSE,FALSE,3EDN,3EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO
208-3-2,208,3,2,FALSE,FALSE,3EDN,3EDN,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO
208-4-1,208,4,1,TRUE,FALSE,4EDY,4EDY,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
208-4-2,208,4,2,TRUE,FALSE,4EDY,4EDY,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO
208-5-1,208,5,1,FALSE,FALSE,5EDN,5EDN,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO
208-5-2,208,5,2,FALSE,FALSE,5EDN,5EDN,X,1X,YES,YES,NO,OBJ,V,NO,,NO
208-6-1,208,6,1,TRUE,FALSE,6EDY,6EDY,Y,1X,NO,NO,YES,PP1,NONE,NO,,NO
208-6-2,208,6,2,TRUE,FALSE,6EDY,6EDY,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO
208-7-1,208,7,1,TRUE,TRUE,7EQY,7EQY,Y,1X,NO,YES,YES,PP1,OBJ,YES,PP1,YES
208-7-2,208,7,2,TRUE,TRUE,7EQY,7EQY,X,1X,YES,NO,YES,PP1,V,NO,,YES
208-8-1,208,8,1,TRUE,TRUE,8EQY,8EQY,Y,1X,NO,NO,YES,PP1,NONE,NO,,YES
208-8-2,208,8,2,TRUE,TRUE,8EQY,8EQY,X,1X,NO,YES,YES,PP1,OBJ,NO,,YES
208-9-1,208,9,1,FALSE,TRUE,9EQN,9EQN,Y,1X,YES,YES,NO,OBJ,V,NO,,YES
208-9-2,208,9,2,FALSE,TRUE,9EQN,9EQN,X,1X,NO,YES,NO,OBJ,NONE,NO,,YES
209-1-1,209,1,1,FALSE,FALSE,1EDN,1EDN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
209-1-2,209,1,2,FALSE,FALSE,1EDN,1EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
209-10-1,209,10,1,FALSE,TRUE,10EQN,10EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-10-2,209,10,2,FALSE,TRUE,10EQN,10EQN,X,16Y,YES,NO,YES,PP1,V,NO,,YES
209-11-1,209,11,1,TRUE,FALSE,11EDY,11EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
209-11-2,209,11,2,TRUE,FALSE,11EDY,11EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
209-12-1,209,12,1,FALSE,FALSE,12EDN,12EDN,Y,16Y,YES,NO,YES,NONE,NONE,NO,,NO
209-12-2,209,12,2,FALSE,FALSE,12EDN,12EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
209-13-1,209,13,1,TRUE,FALSE,13EDY,13EDY,Y,16Y,YES,NO,YES,PP1,V,NO,,NO
209-13-2,209,13,2,TRUE,FALSE,13EDY,13EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
209-14-1,209,14,1,TRUE,TRUE,14EQY,14EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
209-14-2,209,14,2,TRUE,TRUE,14EQY,14EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
209-15-1,209,15,1,FALSE,FALSE,15EDN,15EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
209-15-2,209,15,2,FALSE,FALSE,15EDN,15EDN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
209-16-1,209,16,1,TRUE,TRUE,16EQY,16EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-16-2,209,16,2,TRUE,TRUE,16EQY,16EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-2-1,209,2,1,FALSE,TRUE,2EQN,2EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-2-2,209,2,2,FALSE,TRUE,2EQN,2EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
