Filename,isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair
204.21FQY_r2.wav,True,True,True,204,21,5021,204.21FQY
204.9EQN_r2.wav,False,True,False,204,9,6602,204.9EQN
204.37FDN_r2.wav,True,False,False,204,37,5691,204.37FDN
204.2EDN_r1.wav,False,False,False,204,2,5514,204.2EDN
204.40FDN_r1.wav,True,False,False,204,40,6299,204.40FDN
204.6EDY_r1.wav,False,False,True,204,6,889,204.6EDY
204.27FQY_r2.wav,True,True,True,204,27,6512,204.27FQY
204.12EQN_r1.wav,False,True,False,204,12,7456,204.12EQN
204.16EDY_r1.wav,False,False,True,204,16,5031,204.16EDY
204.11EQY_r1.wav,False,True,True,204,11,86,204.11EQY
204.18FQY_r1.wav,True,True,True,204,18,7039,204.18FQY
204.15EQN_r1.wav,False,True,False,204,15,6091,204.15EQN
204.20FQY_r2.wav,True,True,True,204,20,6665,204.20FQY
204.47FDN_r1.wav,True,False,False,204,47,4628,204.47FDN
204.5EDN_r1.wav,False,False,False,204,5,6018,204.5EDN
204.36FQN_r2.wav,True,True,False,204,36,6991,204.36FQN
204.32FDY_r2.wav,True,False,True,204,32,5168,204.32FDY
204.26FQY_r2.wav,True,True,True,204,26,5868,204.26FQY
204.7EQY_r1.wav,False,True,True,204,7,7158,204.7EQY
204.3EDN_r1.wav,False,False,False,204,3,4018,204.3EDN
204.41FDN_r1.wav,True,False,False,204,41,3914,204.41FDN
204.33FDN_r2.wav,True,False,False,204,33,3437,204.33FDN
204.23FQY_r2.wav,True,True,True,204,23,4747,204.23FQY
204.44FQN_r1.wav,True,True,False,204,44,6439,204.44FQN
204.14EDY_r1.wav,False,False,True,204,14,5844,204.14EDY
204.10EDN_r1.wav,False,False,False,204,10,6945,204.10EDN
204.38FDN_r1.wav,True,False,False,204,38,5202,204.38FDN
204.35FDN_r2.wav,True,False,False,204,35,3428,204.35FDN
204.42FDN_r1.wav,True,False,False,204,42,4791,204.42FDN
204.25FDY_r2.wav,True,False,True,204,25,6125,204.25FDY
204.31FDY_r2.wav,True,False,True,204,31,7705,204.31FDY
204.4EDY_r1.wav,False,False,True,204,4,7319,204.4EDY
204.28FQY_r1.wav,True,True,True,204,28,6759,204.28FQY
204.22FQY_r2.wav,True,True,True,204,22,3841,204.22FQY
204.45FQN_r1.wav,True,True,False,204,45,5298,204.45FQN
204.48FDN_r2.wav,True,False,False,204,48,5821,204.48FDN
204.13EQY_r1.wav,False,True,True,204,13,5524,204.13EQY
204.17FQY_r2.wav,True,True,True,204,17,4920,204.17FQY
204.1EQN_r1.wav,False,True,False,204,1,6349,204.1EQN
204.34FQN_r2.wav,True,True,False,204,34,6899,204.34FQN
204.30FDY_r2.wav,True,False,True,204,30,6952,204.30FDY
204.24FQY_r2.wav,True,True,True,204,24,7346,204.24FQY
204.29FQY_r1.wav,True,True,True,204,29,5577,204.29FQY
204.39FDN_r1.wav,True,False,False,204,39,4715,204.39FDN
204.8EQY_r2.wav,False,True,True,204,8,5091,204.8EQY
204.43FDN_r1.wav,True,False,False,204,43,5942,204.43FDN
203.19FDY_r1.wav,True,False,True,203,19,2131,203.19FDY
203.14EQN_r1.wav,False,True,False,203,14,2680,203.14EQN
203.10EQY_r1.wav,False,True,True,203,10,2944,203.10EQY
203.21FDY_r2.wav,True,False,True,203,21,2588,203.21FDY
203.5EQY_r2.wav,False,True,True,203,5,2092,203.5EQY
203.46FQN_r1.wav,True,True,False,203,46,2404,203.46FQN
203.27FDY_r2.wav,True,False,True,203,27,2451,203.27FDY
203.40FQN_r1.wav,True,True,False,203,40,4397,203.40FQN
203.7EDN_r2.wav,False,False,False,203,7,998,203.7EDN
203.3EQY_r2.wav,False,True,True,203,3,4611,203.3EQY
203.37FQN_r2.wav,True,True,False,203,37,1261,203.37FQN
203.18FDY_r1.wav,True,False,True,203,18,1484,203.18FDY
203.47FQN_r1.wav,True,True,False,203,47,1618,203.47FQN
203.9EDY_r1.wav,False,False,True,203,9,1815,203.9EDY
203.20FDY_r2.wav,True,False,True,203,20,1818,203.20FDY
203.41FQN_r1.wav,True,True,False,203,41,2374,203.41FQN
203.2EQY_r2.wav,False,True,True,203,2,2192,203.2EQY
203.26FDY_r2.wav,True,False,True,203,26,1435,203.26FDY
203.32FQY_r2.wav,True,True,True,203,32,3180,203.32FQY
203.36FDN_r2.wav,True,False,False,203,36,77,203.36FDN
203.6EQN_r2.wav,False,True,False,203,6,1631,203.6EQN
203.13EDN_r1.wav,False,False,False,203,13,1825,203.13EDN
203.44FDN_r1.wav,True,False,False,203,44,2129,203.44FDN
203.23FDY_r2.wav,True,False,True,203,23,2930,203.23FDY
203.33FQN_r2.wav,True,True,False,203,33,2328,203.33FQN
203.12EDY_r1.wav,False,False,True,203,12,1615,203.12EDY
203.16EQN_r1.wav,False,True,False,203,16,1745,203.16EQN
203.28FDY_r1.wav,True,False,True,203,28,2221,203.28FDY
203.1EDY_r2.wav,False,False,True,203,1,1634,203.1EDY
203.31FQY_r2.wav,True,True,True,203,31,64,203.31FQY
203.25FQY_r2.wav,True,True,True,203,25,2639,203.25FQY
203.42FQN_r1.wav,True,True,False,203,42,3461,203.42FQN
203.35FQN_r2.wav,True,True,False,203,35,3047,203.35FQN
203.8EDN_r1.wav,False,False,False,203,8,2987,203.8EDN
203.38FQN_r1.wav,True,True,False,203,38,2602,203.38FQN
203.48FQN_r2.wav,True,True,False,203,48,1708,203.48FQN
203.45FDN_r1.wav,True,False,False,203,45,1695,203.45FDN
203.22FDY_r2.wav,True,False,True,203,22,1825,203.22FDY
203.17FDY_r2.wav,True,False,True,203,17,3430,203.17FDY
203.11EDN_r1.wav,False,False,False,203,11,2815,203.11EDN
203.15EDY_r1.wav,False,False,True,203,15,1541,203.15EDY
203.43FQN_r1.wav,True,True,False,203,43,1418,203.43FQN
203.39FQN_r1.wav,True,True,False,203,39,1868,203.39FQN
203.29FDY_r1.wav,True,False,True,203,29,2871,203.29FDY
203.24FDY_r2.wav,True,False,True,203,24,1631,203.24FDY
203.4EQN_r2.wav,False,True,False,203,4,1702,203.4EQN
203.30FQY_r2.wav,True,True,True,203,30,2015,203.30FQY
203.34FDN_r2.wav,True,False,False,203,34,1721,203.34FDN
205.4EQY_r2.wav,False,True,True,205,4,14981,205.4EQY
205.16EQY_r1.wav,False,True,True,205,16,7399,205.16EQY
205.12EDN_r1.wav,False,False,False,205,12,8659,205.12EDN
205.27FDY_r2.wav,True,False,True,205,27,16078,205.27FDY
205.40FQN_r1.wav,True,True,False,205,40,10475,205.40FQN
205.37FQN_r2.wav,True,True,False,205,37,9592,205.37FQN
205.21FDY_r2.wav,True,False,True,205,21,5164,205.21FDY
205.46FQN_r1.wav,True,True,False,205,46,10541,205.46FQN
205.19FDY_r1.wav,True,False,True,205,19,6168,205.19FDY
205.8EDY_r1.wav,False,False,True,205,8,12065,205.8EDY
205.1EDN_r2.wav,False,False,False,205,1,5941,205.1EDN
205.41FQN_r1.wav,True,True,False,205,41,11971,205.41FQN
205.26FDY_r2.wav,True,False,True,205,26,12924,205.26FDY
205.32FQY_r2.wav,True,True,True,205,32,7015,205.32FQY
205.36FDN_r2.wav,True,False,False,205,36,13568,205.36FDN
205.47FQN_r1.wav,True,True,False,205,47,15068,205.47FQN
205.20FDY_r2.wav,True,False,True,205,20,14081,205.20FDY
205.15EDN_r1.wav,False,False,False,205,15,1655,205.15EDN
205.18FDY_r1.wav,True,False,True,205,18,5651,205.18FDY
205.11EDY_r1.wav,False,False,True,205,11,7919,205.11EDY
205.28FDY_r1.wav,True,False,True,205,28,10311,205.28FDY
205.31FQY_r2.wav,True,True,True,205,31,10059,205.31FQY
205.42FQN_r1.wav,True,True,False,205,42,16921,205.42FQN
205.25FQY_r2.wav,True,True,True,205,25,9192,205.25FQY
205.38FQN_r1.wav,True,True,False,205,38,9482,205.38FQN
205.35FQN_r2.wav,True,True,False,205,35,16621,205.35FQN
205.10EQN_r1.wav,False,True,False,205,10,6819,205.10EQN
205.6EQY_r2.wav,False,True,True,205,6,11694,205.6EQY
205.14EQY_r1.wav,False,True,True,205,14,11184,205.14EQY
205.2EQN_r2.wav,False,True,False,205,2,7985,205.2EQN
205.9EDN_r1.wav,False,False,False,205,9,9632,205.9EDN
205.23FDY_r2.wav,True,False,True,205,23,11758,205.23FDY
205.44FDN_r1.wav,True,False,False,205,44,11068,205.44FDN
205.33FQN_r2.wav,True,True,False,205,33,12754,205.33FQN
205.43FQN_r1.wav,True,True,False,205,43,8412,205.43FQN
205.39FQN_r1.wav,True,True,False,205,39,2239,205.39FQN
205.24FDY_r2.wav,True,False,True,205,24,6342,205.24FDY
205.29FDY_r1.wav,True,False,True,205,29,10988,205.29FDY
205.30FQY_r2.wav,True,True,True,205,30,13545,205.30FQY
205.34FDN_r2.wav,True,False,False,205,34,6955,205.34FDN
205.7EDY_r2.wav,False,False,True,205,7,18285,205.7EDY
205.3EQN_r2.wav,False,True,False,205,3,7819,205.3EQN
205.5EQN_r2.wav,False,True,False,205,5,7089,205.5EQN
205.17FDY_r2.wav,True,False,True,205,17,9994,205.17FDY
205.13EDY_r1.wav,False,False,True,205,13,9792,205.13EDY
205.48FQN_r2.wav,True,True,False,205,48,9615,205.48FQN
205.22FDY_r2.wav,True,False,True,205,22,11998,205.22FDY
205.45FDN_r1.wav,True,False,False,205,45,6919,205.45FDN
20.33FDN_r1.wav,True,False,False,20,33,7275,20.33FDN
20.23FQY_r1.wav,True,True,True,20,23,9964,20.23FQY
20.44FQN_r2.wav,True,True,False,20,44,10228,20.44FQN
20.38FDN_r2.wav,True,False,False,20,38,9319,20.38FDN
20.35FDN_r1.wav,True,False,False,20,35,11744,20.35FDN
20.42FDN_r2.wav,True,False,False,20,42,6815,20.42FDN
20.25FDY_r1.wav,True,False,True,20,25,11554,20.25FDY
20.31FDY_r1.wav,True,False,True,20,31,8159,20.31FDY
20.28FQY_r2.wav,True,True,True,20,28,8495,20.28FQY
20.14EDY_r2.wav,False,False,True,20,14,8789,20.14EDY
20.4EDY_r1.wav,False,False,True,20,4,10092,20.4EDY
20.10EDN_r2.wav,False,False,False,20,10,11804,20.10EDN
20.13EQY_r2.wav,False,True,True,20,13,8859,20.13EQY
20.17FQY_r1.wav,True,True,True,20,17,11134,20.17FQY
20.22FQY_r1.wav,True,True,True,20,22,11341,20.22FQY
20.45FQN_r2.wav,True,True,False,20,45,11548,20.45FQN
20.48FDN_r1.wav,True,False,False,20,48,10538,20.48FDN
20.30FDY_r1.wav,True,False,True,20,30,9312,20.30FDY
20.34FQN_r1.wav,True,True,False,20,34,9165,20.34FQN
20.24FQY_r1.wav,True,True,True,20,24,7319,20.24FQY
20.29FQY_r2.wav,True,True,True,20,29,10054,20.29FQY
20.39FDN_r2.wav,True,False,False,20,39,7152,20.39FDN
20.43FDN_r2.wav,True,False,False,20,43,6892,20.43FDN
20.1EQN_r1.wav,False,True,False,20,1,11715,20.1EQN
20.8EQY_r2.wav,False,True,True,20,8,9575,20.8EQY
20.46FDN_r2.wav,True,False,False,20,46,13734,20.46FDN
20.21FQY_r1.wav,True,True,True,20,21,8982,20.21FQY
20.19FQY_r2.wav,True,True,True,20,19,6145,20.19FQY
20.9EQN_r2.wav,False,True,False,20,9,10774,20.9EQN
20.2EDN_r1.wav,False,False,False,20,2,10309,20.2EDN
20.16EDY_r2.wav,False,False,True,20,16,9272,20.16EDY
20.12EQN_r2.wav,False,True,False,20,12,13941,20.12EQN
20.6EDY_r1.wav,False,False,True,20,6,8362,20.6EDY
20.37FDN_r1.wav,True,False,False,20,37,10811,20.37FDN
20.40FDN_r2.wav,True,False,False,20,40,10805,20.40FDN
20.27FQY_r1.wav,True,True,True,20,27,7245,20.27FQY
20.20FQY_r1.wav,True,True,True,20,20,8066,20.20FQY
20.47FDN_r2.wav,True,False,False,20,47,10611,20.47FDN
20.11EQY_r2.wav,False,True,True,20,11,11128,20.11EQY
20.18FQY_r2.wav,True,True,True,20,18,14951,20.18FQY
20.15EQN_r2.wav,False,True,False,20,15,12227,20.15EQN
20.5EDN_r1.wav,False,False,False,20,5,7425,20.5EDN
20.3EDN_r1.wav,False,False,False,20,3,9835,20.3EDN
20.7EQY_r1.wav,False,True,True,20,7,10521,20.7EQY
20.32FDY_r1.wav,True,False,True,20,32,10579,20.32FDY
20.36FQN_r1.wav,True,True,False,20,36,9572,20.36FQN
20.26FQY_r1.wav,True,True,True,20,26,749,20.26FQY
20.41FDN_r2.wav,True,False,False,20,41,9155,20.41FDN
9.22FDY_r2.wav,True,False,True,9,22,4945,9.22FDY
9.45FDN_r1.wav,True,False,False,9,45,5625,9.45FDN
9.48FQN_r2.wav,True,True,False,9,48,8463,9.48FQN
9.13EDY_r1.wav,False,False,True,9,13,7513,9.13EDY
9.17FDY_r2.wav,True,False,True,9,17,5698,9.17FDY
9.8EDY_r1.wav,False,False,True,9,8,5648,9.8EDY
9.1EDN_r2.wav,False,False,False,9,1,6042,9.1EDN
9.30FQY_r2.wav,True,True,True,9,30,5664,9.30FQY
9.34FDN_r2.wav,True,False,False,9,34,7139,9.34FDN
9.24FDY_r2.wav,True,False,True,9,24,6591,9.24FDY
9.29FDY_r1.wav,True,False,True,9,29,5985,9.29FDY
9.39FQN_r1.wav,True,True,False,9,39,6391,9.39FQN
9.43FQN_r1.wav,True,True,False,9,43,7065,9.43FQN
9.33FQN_r2.wav,True,True,False,9,33,7055,9.33FQN
9.23FDY_r2.wav,True,False,True,9,23,6872,9.23FDY
9.44FDN_r1.wav,True,False,False,9,44,6901,9.44FDN
9.4EQY_r2.wav,False,True,True,9,4,6635,9.4EQY
9.14EQY_r1.wav,False,True,True,9,14,7656,9.14EQY
9.10EQN_r1.wav,False,True,False,9,10,7018,9.10EQN
9.38FQN_r1.wav,True,True,False,9,38,5875,9.38FQN
9.35FQN_r2.wav,True,True,False,9,35,7432,9.35FQN
9.42FQN_r1.wav,True,True,False,9,42,6724,9.42FQN
9.25FQY_r2.wav,True,True,True,9,25,6342,9.25FQY
9.31FQY_r2.wav,True,True,True,9,31,7519,9.31FQY
9.28FDY_r1.wav,True,False,True,9,28,5994,9.28FDY
9.11EDY_r1.wav,False,False,True,9,11,6541,9.11EDY
9.5EQN_r2.wav,False,True,False,9,5,5708,9.5EQN
9.18FDY_r1.wav,True,False,True,9,18,5745,9.18FDY
9.15EDN_r1.wav,False,False,False,9,15,6718,9.15EDN
9.20FDY_r2.wav,True,False,True,9,20,5521,9.20FDY
9.47FQN_r1.wav,True,True,False,9,47,6231,9.47FQN
9.32FQY_r2.wav,True,True,True,9,32,7499,9.32FQY
9.36FDN_r2.wav,True,False,False,9,36,3951,9.36FDN
9.26FDY_r2.wav,True,False,True,9,26,6292,9.26FDY
9.41FQN_r1.wav,True,True,False,9,41,6562,9.41FQN
9.3EQN_r2.wav,False,True,False,9,3,6439,9.3EQN
9.7EDY_r2.wav,False,False,True,9,7,6255,9.7EDY
9.9EDN_r1.wav,False,False,False,9,9,5428,9.9EDN
9.19FDY_r1.wav,True,False,True,9,19,5634,9.19FDY
9.46FQN_r1.wav,True,True,False,9,46,6549,9.46FQN
9.21FDY_r2.wav,True,False,True,9,21,6988,9.21FDY
9.37FQN_r2.wav,True,True,False,9,37,7349,9.37FQN
9.40FQN_r1.wav,True,True,False,9,40,5967,9.40FQN
9.27FDY_r2.wav,True,False,True,9,27,6385,9.27FDY
9.6EQY_r2.wav,False,True,True,9,6,5141,9.6EQY
9.16EQY_r1.wav,False,True,True,9,16,5691,9.16EQY
9.12EDN_r1.wav,False,False,False,9,12,6088,9.12EDN
9.2EQN_r2.wav,False,True,False,9,2,5988,9.2EQN
11.44FDN_r1.wav,True,False,False,11,44,4458,11.44FDN
11.23FDY_r2.wav,True,False,True,11,23,4595,11.23FDY
11.16EQN_r1.wav,False,True,False,11,16,4938,11.16EQN
11.5EQY_r2.wav,False,True,True,11,5,23313,11.5EQY
11.7EDN_r2.wav,False,False,False,11,7,11888,11.7EDN
11.3EQY_r2.wav,False,True,True,11,3,5178,11.3EQY
11.31FQY_r2.wav,True,True,True,11,31,7529,11.31FQY
11.28FDY_r1.wav,True,False,True,11,28,8693,11.28FDY
11.35FQN_r2.wav,True,True,False,11,35,5214,11.35FQN
11.25FQY_r2.wav,True,True,True,11,25,12749,11.25FQY
11.42FQN_r1.wav,True,True,False,11,42,3899,11.42FQN
11.48FQN_r2.wav,True,True,False,11,48,5655,11.48FQN
11.45FDN_r1.wav,True,False,False,11,45,16038,11.45FDN
11.17FDY_r2.wav,True,False,True,11,17,4998,11.17FDY
11.6EQN_r2.wav,False,True,False,11,6,4452,11.6EQN
11.11EDN_r1.wav,False,False,False,11,11,8599,11.11EDN
11.15EDY_r1.wav,False,False,True,11,15,10854,11.15EDY
11.39FQN_r1.wav,True,True,False,11,39,5581,11.39FQN
11.43FQN_r1.wav,True,True,False,11,43,11036,11.43FQN
11.30FQY_r2.wav,True,True,True,11,30,10877,11.30FQY
11.34FDN_r2.wav,True,False,False,11,34,3916,11.34FDN
11.29FDY_r1.wav,True,False,True,11,29,4905,11.29FDY
11.24FDY_r2.wav,True,False,True,11,24,13474,11.24FDY
11.19FDY_r1.wav,True,False,True,11,19,8296,11.19FDY
11.10EQY_r1.wav,False,True,True,11,10,7466,11.10EQY
11.21FDY_r2.wav,True,False,True,11,21,9969,11.21FDY
11.37FQN_r2.wav,True,True,False,11,37,5201,11.37FQN
11.8EDN_r1.wav,False,False,False,11,8,5088,11.8EDN
11.1EDY_r2.wav,False,False,True,11,1,7056,11.1EDY
11.27FDY_r1.wav,True,False,True,11,27,1262,11.27FDY
11.18FDY_r1.wav,True,False,True,11,18,5482,11.18FDY
11.47FQN_r1.wav,True,True,False,11,47,7753,11.47FQN
11.41FQN_r1.wav,True,True,False,11,41,3029,11.41FQN
11.32FQY_r2.wav,True,True,True,11,32,3978,11.32FQY
11.36FDN_r2.wav,True,False,False,11,36,18748,11.36FDN
11.4EQN_r2.wav,False,True,False,11,4,4881,11.4EQN
7.41FQN_r2.wav,True,True,False,7,41,1979,7.41FQN
7.36FDN_r1.wav,True,False,False,7,36,4139,7.36FDN
7.32FQY_r1.wav,True,True,True,7,32,6995,7.32FQY
7.26FDY_r1.wav,True,False,True,7,26,5039,7.26FDY
7.13EDN_r2.wav,False,False,False,7,13,6575,7.13EDN
7.4EQN_r2.wav,False,True,False,7,4,7599,7.4EQN
7.18FDY_r2.wav,True,False,True,7,18,6464,7.18FDY
7.47FQN_r2.wav,True,True,False,7,47,5027,7.47FQN
7.20FDY_r1.wav,True,False,True,7,20,8159,7.20FDY
7.27FDY_r1.wav,True,False,True,7,27,5534,7.27FDY
7.37FQN_r1.wav,True,True,False,7,37,6295,7.37FQN
7.40FQN_r2.wav,True,True,False,7,40,6422,7.40FQN
7.1EDY_r2.wav,False,False,True,7,1,4817,7.1EDY
7.14EQN_r2.wav,False,True,False,7,14,6222,7.14EQN
7.19FDY_r2.wav,True,False,True,7,19,3637,7.19FDY
7.10EQY_r2.wav,False,True,True,7,10,4684,7.10EQY
7.8EDN_r1.wav,False,False,False,7,8,3804,7.8EDN
7.21FDY_r1.wav,True,False,True,7,21,3691,7.21FDY
7.46FQN_r2.wav,True,True,False,7,46,6379,7.46FQN
7.11EDN_r2.wav,False,False,False,7,11,4231,7.11EDN
7.9EDY_r1.wav,False,False,True,7,9,7742,7.9EDY
7.15EDY_r2.wav,False,False,True,7,15,5604,7.15EDY
7.39FQN_r2.wav,True,True,False,7,39,5927,7.39FQN
7.43FQN_r2.wav,True,True,False,7,43,5094,7.43FQN
7.34FDN_r1.wav,True,False,False,7,34,5358,7.34FDN
7.30FQY_r1.wav,True,True,True,7,30,5248,7.30FQY
7.29FDY_r2.wav,True,False,True,7,29,4671,7.29FDY
7.24FDY_r1.wav,True,False,True,7,24,4907,7.24FDY
7.48FQN_r1.wav,True,True,False,7,48,6269,7.48FQN
7.45FDN_r2.wav,True,False,False,7,45,5451,7.45FDN
7.22FDY_r1.wav,True,False,True,7,22,6945,7.22FDY
7.2EQY_r2.wav,False,True,True,7,2,6895,7.2EQY
7.6EQN_r2.wav,False,True,False,7,6,5134,7.6EQN
7.17FDY_r1.wav,True,False,True,7,17,5434,7.17FDY
7.5EQY_r2.wav,False,True,True,7,5,5147,7.5EQY
7.31FQY_r1.wav,True,True,True,7,31,4761,7.31FQY
7.28FDY_r2.wav,True,False,True,7,28,5882,7.28FDY
7.35FQN_r1.wav,True,True,False,7,35,8068,7.35FQN
7.38FQN_r2.wav,True,True,False,7,38,5671,7.38FQN
7.25FQY_r1.wav,True,True,True,7,25,8505,7.25FQY
7.42FQN_r2.wav,True,True,False,7,42,6405,7.42FQN
7.44FDN_r2.wav,True,False,False,7,44,8999,7.44FDN
7.23FDY_r1.wav,True,False,True,7,23,4691,7.23FDY
7.33FQN_r1.wav,True,True,False,7,33,6335,7.33FQN
7.16EQN_r2.wav,False,True,False,7,16,6782,7.16EQN
7.12EDY_r2.wav,False,False,True,7,12,4691,7.12EDY
7.3EQY_r2.wav,False,True,True,7,3,7596,7.3EQY
7.7EDN_r2.wav,False,False,False,7,7,4451,7.7EDN
16.33FDN_r2.wav,True,False,False,16,33,2356,16.33FDN
16.23FQY_r2.wav,True,True,True,16,23,7919,16.23FQY
16.44FQN_r1.wav,True,True,False,16,44,13005,16.44FQN
16.9EQN_r2.wav,False,True,False,16,9,8306,16.9EQN
16.14EDY_r1.wav,False,False,True,16,14,7735,16.14EDY
16.6EDY_r1.wav,False,False,True,16,6,8649,16.6EDY
16.10EDN_r1.wav,False,False,False,16,10,20908,16.10EDN
16.2EDN_r1.wav,False,False,False,16,2,11055,16.2EDN
16.42FDN_r1.wav,True,False,False,16,42,10518,16.42FDN
16.25FDY_r2.wav,True,False,True,16,25,12785,16.25FDY
16.38FDN_r1.wav,True,False,False,16,38,10413,16.38FDN
16.35FDN_r2.wav,True,False,False,16,35,9579,16.35FDN
16.28FQY_r1.wav,True,True,True,16,28,10831,16.28FQY
16.31FDY_r2.wav,True,False,True,16,31,9871,16.31FDY
16.22FQY_r2.wav,True,True,True,16,22,11575,16.22FQY
16.45FQN_r1.wav,True,True,False,16,45,9924,16.45FQN
16.48FDN_r2.wav,True,False,False,16,48,10878,16.48FDN
16.5EDN_r1.wav,False,False,False,16,5,8826,16.5EDN
16.17FQY_r2.wav,True,True,True,16,17,8009,16.17FQY
16.13EQY_r1.wav,False,True,True,16,13,13638,16.13EQY
16.7EQY_r1.wav,False,True,True,16,7,13885,16.7EQY
16.3EDN_r1.wav,False,False,False,16,3,12005,16.3EDN
16.24FQY_r2.wav,True,True,True,16,24,14904,16.24FQY
16.29FQY_r1.wav,True,True,True,16,29,11625,16.29FQY
16.34FQN_r2.wav,True,True,False,16,34,18592,16.34FQN
16.30FDY_r2.wav,True,False,True,16,30,13034,16.30FDY
16.43FDN_r1.wav,True,False,False,16,43,8082,16.43FDN
16.39FDN_r1.wav,True,False,False,16,39,8035,16.39FDN
16.19FQY_r1.wav,True,True,True,16,19,8709,16.19FQY
16.46FDN_r1.wav,True,False,False,16,46,10028,16.46FDN
16.21FQY_r2.wav,True,True,True,16,21,13368,16.21FQY
16.40FDN_r1.wav,True,False,False,16,40,8869,16.40FDN
16.37FDN_r2.wav,True,False,False,16,37,9576,16.37FDN
16.27FQY_r2.wav,True,True,True,16,27,11691,16.27FQY
16.12EQN_r1.wav,False,True,False,16,12,9069,16.12EQN
16.16EDY_r1.wav,False,False,True,16,16,12411,16.16EDY
16.4EDY_r1.wav,False,False,True,16,4,9116,16.4EDY
16.18FQY_r1.wav,True,True,True,16,18,13081,16.18FQY
16.11EQY_r1.wav,False,True,True,16,11,13674,16.11EQY
16.15EQN_r1.wav,False,True,False,16,15,9562,16.15EQN
16.20FQY_r2.wav,True,True,True,16,20,11991,16.20FQY
16.47FDN_r1.wav,True,False,False,16,47,9605,16.47FDN
16.26FQY_r2.wav,True,True,True,16,26,11952,16.26FQY
16.36FQN_r2.wav,True,True,False,16,36,14741,16.36FQN
16.32FDY_r2.wav,True,False,True,16,32,8972,16.32FDY
16.41FDN_r1.wav,True,False,False,16,41,15598,16.41FDN
16.8EQY_r2.wav,False,True,True,16,8,19275,16.8EQY
16.1EQN_r1.wav,False,True,False,16,1,13111,16.1EQN
6.20FQY_r1.wav,True,True,True,6,20,11831,6.20FQY
6.6EDN_r1.wav,False,False,False,6,6,13935,6.6EDN
