STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST,pair,condition,pdom,odom,simple2lvl,ID
PP1,TRUE,212-8-1,TRUE,TRUE,NONE,NA,PP1 > OBJ,8,TRUE,Y,TRUE,NO,212,8EQY,8EQY,1,FALSE,PP1 > V OBJ,1Y,212-8,Q +GP,TRUE,FALSE,BOTH,212-8
PP1,TRUE,212-8-2,TRUE,TRUE,V,NA,PP1 > OBJ,8,TRUE,X,TRUE,NO,212,8EQY,8EQY,2,FALSE,PP1 > V OBJ,1Y,212-8,Q +GP,TRUE,FALSE,BOTH,212-8
OBJ,TRUE,212-9-1,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,Y,TRUE,YES,212,9EQN,9EQN,1,FALSE,OBJ,1Y,212-9,Q -GP,FALSE,TRUE,OBJ,212-9
OBJ,TRUE,212-9-2,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,TRUE,YES,212,9EQN,9EQN,2,FALSE,OBJ,1Y,212-9,Q -GP,FALSE,TRUE,OBJ,212-9
PP1,TRUE,214-1-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,TRUE,NO,214,1EQY,1EQY,1,FALSE,PP1 > OBJ,16Y,214-1,Q +GP,TRUE,FALSE,BOTH,214-1
PP1,TRUE,214-1-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,TRUE,YES,214,1EQY,1EQY,2,FALSE,PP1 > OBJ,16Y,214-1,Q +GP,TRUE,FALSE,BOTH,214-1
PP1,TRUE,214-10-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,Y,FALSE,NO,214,10EDY,10EDY,1,FALSE,PP1 > OBJ,16Y,214-10,D +GP,TRUE,FALSE,BOTH,214-10
PP1,TRUE,214-10-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,X,FALSE,NO,214,10EDY,10EDY,2,FALSE,PP1 > OBJ,16Y,214-10,D +GP,TRUE,FALSE,BOTH,214-10
NONE,TRUE,214-11-1,FALSE,FALSE,NONE,NA,OBJ PP1,11,TRUE,Y,TRUE,NO,214,11EQN,11EQN,1,FALSE,OBJ PP1,16Y,214-11,Q -GP,FALSE,FALSE,BOTH,214-11
PP1,TRUE,214-11-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,TRUE,YES,214,11EQN,11EQN,2,FALSE,PP1 > OBJ,16Y,214-11,Q -GP,TRUE,FALSE,BOTH,214-11
PP1,FALSE,214-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,Y,TRUE,NO,214,12EQY,12EQY,1,FALSE,PP1,16Y,214-12,Q +GP,TRUE,FALSE,PP1,214-12
PP1,TRUE,214-12-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,X,TRUE,NO,214,12EQY,12EQY,2,FALSE,PP1 > OBJ,16Y,214-12,Q +GP,TRUE,FALSE,BOTH,214-12
PP1,TRUE,214-13-1,FALSE,FALSE,OBJ,PP2,PP1 > OBJ,13,TRUE,Y,TRUE,YES,214,13EQN,13EQN,1,TRUE,PP1 > OBJ,16Y,214-13,Q -GP,TRUE,FALSE,BOTH,214-13
OBJ,TRUE,214-13-2,FALSE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,X,TRUE,YES,214,13EQN,13EQN,2,FALSE,OBJ > PP1,16Y,214-13,Q -GP,FALSE,TRUE,BOTH,214-13
OBJ,TRUE,214-14-1,FALSE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,Y,FALSE,NO,214,14EDN,14EDN,1,FALSE,OBJ > PP1,16Y,214-14,D -GP,FALSE,TRUE,BOTH,214-14
PP1,TRUE,214-14-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,FALSE,NO,214,14EDN,14EDN,2,FALSE,PP1 > OBJ,16Y,214-14,D -GP,TRUE,FALSE,BOTH,214-14
PP1,FALSE,214-15-1,TRUE,FALSE,NONE,NA,PP1,15,TRUE,Y,TRUE,NO,214,15EQY,15EQY,1,FALSE,PP1,16Y,214-15,Q +GP,TRUE,FALSE,PP1,214-15
PP1,TRUE,214-15-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,X,TRUE,YES,214,15EQY,15EQY,2,FALSE,PP1 > OBJ,16Y,214-15,Q +GP,TRUE,FALSE,BOTH,214-15
PP1,TRUE,214-16-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,Y,FALSE,NO,214,16EDN,16EDN,1,FALSE,PP1 > OBJ,16Y,214-16,D -GP,TRUE,FALSE,BOTH,214-16
PP1,TRUE,214-16-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,X,FALSE,NO,214,16EDN,16EDN,2,FALSE,PP1 > OBJ,16Y,214-16,D -GP,TRUE,FALSE,BOTH,214-16
PP1,TRUE,214-3-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,Y,FALSE,NO,214,3EDY,3EDY,1,FALSE,PP1 > OBJ,16Y,214-3,D +GP,TRUE,FALSE,BOTH,214-3
PP1,TRUE,214-3-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,FALSE,NO,214,3EDY,3EDY,2,FALSE,PP1 > OBJ,16Y,214-3,D +GP,TRUE,FALSE,BOTH,214-3
OBJ,TRUE,214-4-1,FALSE,TRUE,PP1,NA,OBJ > PP1,4,TRUE,Y,FALSE,NO,214,4EDN,4EDN,1,FALSE,OBJ > V PP1,16Y,214-4,D -GP,FALSE,TRUE,BOTH,214-4
PP1,FALSE,214-4-2,FALSE,FALSE,NONE,NA,PP1,4,TRUE,X,FALSE,NO,214,4EDN,4EDN,2,FALSE,PP1,16Y,214-4,D -GP,TRUE,FALSE,PP1,214-4
PP1,TRUE,214-5-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,Y,FALSE,NO,214,5EDY,5EDY,1,FALSE,PP1 > OBJ,16Y,214-5,D +GP,TRUE,FALSE,BOTH,214-5
PP1,TRUE,214-5-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,FALSE,NO,214,5EDY,5EDY,2,FALSE,PP1 > OBJ,16Y,214-5,D +GP,TRUE,FALSE,BOTH,214-5
PP1,TRUE,214-6-1,FALSE,FALSE,OBJ,PP2,PP1 > OBJ,6,TRUE,Y,FALSE,NO,214,6EDN,6EDN,1,TRUE,PP1 > OBJ,16Y,214-6,D -GP,TRUE,FALSE,BOTH,214-6
OBJ,TRUE,214-6-2,FALSE,FALSE,PP1,NA,OBJ > PP1,6,TRUE,X,FALSE,NO,214,6EDN,6EDN,2,FALSE,OBJ > PP1,16Y,214-6,D -GP,FALSE,TRUE,BOTH,214-6
OBJ,TRUE,214-7-1,FALSE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,Y,TRUE,NO,214,7EQN,7EQN,1,FALSE,OBJ > PP1,16Y,214-7,Q -GP,FALSE,TRUE,BOTH,214-7
OBJ,TRUE,214-7-2,FALSE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,X,TRUE,YES,214,7EQN,7EQN,2,FALSE,OBJ > PP1,16Y,214-7,Q -GP,FALSE,TRUE,BOTH,214-7
PP1,TRUE,214-8-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,TRUE,NO,214,8EQN,8EQN,1,FALSE,PP1 > OBJ,16Y,214-8,Q -GP,TRUE,FALSE,BOTH,214-8
PP1,FALSE,214-8-2,FALSE,FALSE,NONE,PP2,PP1,8,TRUE,X,TRUE,YES,214,8EQN,8EQN,2,TRUE,PP1,16Y,214-8,Q -GP,TRUE,FALSE,PP1,214-8
PP1,TRUE,214-9-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,Y,TRUE,NO,214,9EQY,9EQY,1,FALSE,PP1 > OBJ,16Y,214-9,Q +GP,TRUE,FALSE,BOTH,214-9
NONE,TRUE,214-9-2,TRUE,FALSE,NONE,PP1,OBJ PP1,9,TRUE,X,TRUE,YES,214,9EQY,9EQY,2,TRUE,OBJ PP1,16Y,214-9,Q +GP,FALSE,FALSE,BOTH,214-9
PP1,TRUE,215-1-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,FALSE,NO,215,1EDY,1EDY,1,FALSE,PP1 > OBJ,1Y,215-1,D +GP,TRUE,FALSE,BOTH,215-1
PP1,TRUE,215-1-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,FALSE,NO,215,1EDY,1EDY,2,FALSE,PP1 > OBJ,1Y,215-1,D +GP,TRUE,FALSE,BOTH,215-1
PP1,TRUE,215-10-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,Y,TRUE,YES,215,10EQY,10EQY,1,FALSE,PP1 > OBJ,1Y,215-10,Q +GP,TRUE,FALSE,BOTH,215-10
NONE,TRUE,215-10-2,TRUE,FALSE,NONE,NA,OBJ PP1,10,TRUE,X,TRUE,NO,215,10EQY,10EQY,2,FALSE,OBJ PP1,1Y,215-10,Q +GP,FALSE,FALSE,BOTH,215-10
OBJ,TRUE,215-11-1,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,FALSE,NO,215,11EDN,11EDN,1,FALSE,OBJ > PP1,1Y,215-11,D -GP,FALSE,TRUE,BOTH,215-11
PP1,TRUE,215-11-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,FALSE,NO,215,11EDN,11EDN,2,FALSE,PP1 > OBJ,1Y,215-11,D -GP,TRUE,FALSE,BOTH,215-11
PP1,TRUE,215-12-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,Y,FALSE,NO,215,12EDY,12EDY,1,FALSE,PP1 > OBJ,1Y,215-12,D +GP,TRUE,FALSE,BOTH,215-12
PP1,TRUE,215-12-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,X,FALSE,NO,215,12EDY,12EDY,2,FALSE,PP1 > OBJ,1Y,215-12,D +GP,TRUE,FALSE,BOTH,215-12
PP1,TRUE,215-13-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,Y,FALSE,NO,215,13EDN,13EDN,1,FALSE,PP1 > OBJ,1Y,215-13,D -GP,TRUE,FALSE,BOTH,215-13
OBJ,TRUE,215-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,FALSE,YES,215,13EDN,13EDN,2,FALSE,OBJ,1Y,215-13,D -GP,FALSE,TRUE,OBJ,215-13
PP1,TRUE,215-14-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,TRUE,YES,215,14EQN,14EQN,1,FALSE,PP1 > OBJ,1Y,215-14,Q -GP,TRUE,FALSE,BOTH,215-14
PP1,FALSE,215-14-2,FALSE,FALSE,NONE,NA,PP1,14,TRUE,X,TRUE,YES,215,14EQN,14EQN,2,FALSE,PP1,1Y,215-14,Q -GP,TRUE,FALSE,PP1,215-14
PP1,TRUE,215-15-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,Y,FALSE,NO,215,15EDY,15EDY,1,FALSE,PP1 > OBJ,1Y,215-15,D +GP,TRUE,FALSE,BOTH,215-15
PP1,TRUE,215-15-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,X,FALSE,NO,215,15EDY,15EDY,2,FALSE,PP1 > OBJ,1Y,215-15,D +GP,TRUE,FALSE,BOTH,215-15
PP1,FALSE,215-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,215,16EQN,16EQN,1,FALSE,PP1,1Y,215-16,Q -GP,TRUE,FALSE,PP1,215-16
PP1,FALSE,215-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,YES,215,16EQN,16EQN,2,FALSE,PP1,1Y,215-16,Q -GP,TRUE,FALSE,PP1,215-16
PP1,TRUE,215-2-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,TRUE,YES,215,2EQY,2EQY,1,FALSE,PP1 > OBJ,1Y,215-2,Q +GP,TRUE,FALSE,BOTH,215-2
PP1,FALSE,215-2-2,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,215,2EQY,2EQY,2,FALSE,PP1,1Y,215-2,Q +GP,TRUE,FALSE,PP1,215-2
PP1,TRUE,215-3-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,Y,TRUE,YES,215,3EQY,3EQY,1,FALSE,PP1 > OBJ,1Y,215-3,Q +GP,TRUE,FALSE,BOTH,215-3
PP1,TRUE,215-3-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,TRUE,YES,215,3EQY,3EQY,2,FALSE,PP1 > OBJ,1Y,215-3,Q +GP,TRUE,FALSE,BOTH,215-3
OBJ,TRUE,215-4-1,FALSE,FALSE,NONE,NA,OBJ,4,FALSE,Y,TRUE,YES,215,4EQN,4EQN,1,FALSE,OBJ,1Y,215-4,Q -GP,FALSE,TRUE,OBJ,215-4
OBJ,TRUE,215-4-2,FALSE,FALSE,NONE,NA,OBJ,4,FALSE,X,TRUE,YES,215,4EQN,4EQN,2,FALSE,OBJ,1Y,215-4,Q -GP,FALSE,TRUE,OBJ,215-4
PP1,TRUE,215-5-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,Y,TRUE,YES,215,5EQY,5EQY,1,FALSE,PP1 > OBJ,1Y,215-5,Q +GP,TRUE,FALSE,BOTH,215-5
PP1,TRUE,215-5-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,TRUE,YES,215,5EQY,5EQY,2,FALSE,PP1 > OBJ,1Y,215-5,Q +GP,TRUE,FALSE,BOTH,215-5
PP1,FALSE,215-6-1,FALSE,FALSE,NONE,NA,PP1,6,TRUE,Y,TRUE,YES,215,6EQN,6EQN,1,FALSE,PP1,1Y,215-6,Q -GP,TRUE,FALSE,PP1,215-6
PP1,FALSE,215-6-2,FALSE,FALSE,NONE,NA,PP1,6,TRUE,X,TRUE,YES,215,6EQN,6EQN,2,FALSE,PP1,1Y,215-6,Q -GP,TRUE,FALSE,PP1,215-6
PP1,FALSE,215-7-1,FALSE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,215,7EDN,7EDN,1,FALSE,PP1,1Y,215-7,D -GP,TRUE,FALSE,PP1,215-7
OBJ,TRUE,215-7-2,FALSE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,X,FALSE,NO,215,7EDN,7EDN,2,FALSE,OBJ > PP1,1Y,215-7,D -GP,FALSE,TRUE,BOTH,215-7
PP1,TRUE,215-8-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,FALSE,NO,215,8EDN,8EDN,1,FALSE,PP1 > OBJ,1Y,215-8,D -GP,TRUE,FALSE,BOTH,215-8
OBJ,TRUE,215-8-2,FALSE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,X,FALSE,NO,215,8EDN,8EDN,2,FALSE,OBJ > PP1,1Y,215-8,D -GP,FALSE,TRUE,BOTH,215-8
PP1,TRUE,215-9-1,TRUE,FALSE,OBJ,PP1,PP1 > OBJ,9,TRUE,Y,FALSE,NO,215,9EDY,9EDY,1,TRUE,PP1 > OBJ,1Y,215-9,D +GP,TRUE,FALSE,BOTH,215-9
PP1,TRUE,215-9-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,FALSE,NO,215,9EDY,9EDY,2,FALSE,PP1 > OBJ,1Y,215-9,D +GP,TRUE,FALSE,BOTH,215-9
OBJ,TRUE,22-1-1,TRUE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,X,TRUE,YES,22,1EQY,1EQY,1,FALSE,OBJ > PP1,1Y,22-1,Q +GP,FALSE,TRUE,BOTH,22-1
OBJ,TRUE,22-1-2,TRUE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,Y,TRUE,YES,22,1EQY,1EQY,2,FALSE,OBJ > PP1,1Y,22-1,Q +GP,FALSE,TRUE,BOTH,22-1
OBJ,TRUE,22-10-1,TRUE,FALSE,PP1,NA,OBJ > PP1,10,TRUE,X,FALSE,NO,22,10EDY,10EDY,1,FALSE,OBJ > PP1,1Y,22-10,D +GP,FALSE,TRUE,BOTH,22-10
OBJ,TRUE,22-10-2,TRUE,FALSE,PP1,NA,OBJ > PP1,10,TRUE,Y,FALSE,NO,22,10EDY,10EDY,2,FALSE,OBJ > PP1,1Y,22-10,D +GP,FALSE,TRUE,BOTH,22-10
PP1,TRUE,22-11-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,TRUE,YES,22,11EQN,11EQN,1,FALSE,PP1 > OBJ,1Y,22-11,Q -GP,TRUE,FALSE,BOTH,22-11
OBJ,TRUE,22-11-2,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,TRUE,YES,22,11EQN,11EQN,2,FALSE,OBJ > PP1,1Y,22-11,Q -GP,FALSE,TRUE,BOTH,22-11
PP1,FALSE,22-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,TRUE,YES,22,12EQY,12EQY,1,FALSE,PP1,1Y,22-12,Q +GP,TRUE,FALSE,PP1,22-12
PP1,TRUE,22-12-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,Y,TRUE,YES,22,12EQY,12EQY,2,FALSE,PP1 > OBJ,1Y,22-12,Q +GP,TRUE,FALSE,BOTH,22-12
OBJ,TRUE,22-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,TRUE,YES,22,13EQN,13EQN,1,FALSE,OBJ,1Y,22-13,Q -GP,FALSE,TRUE,OBJ,22-13
OBJ,TRUE,22-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,TRUE,YES,22,13EQN,13EQN,2,FALSE,OBJ,1Y,22-13,Q -GP,FALSE,TRUE,OBJ,22-13
OBJ,TRUE,22-14-1,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,X,FALSE,NO,22,14EDN,14EDN,1,FALSE,OBJ,1Y,22-14,D -GP,FALSE,TRUE,OBJ,22-14
OBJ,TRUE,22-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,FALSE,NO,22,14EDN,14EDN,2,FALSE,OBJ,1Y,22-14,D -GP,FALSE,TRUE,OBJ,22-14
PP1,FALSE,22-15-1,TRUE,FALSE,NONE,NA,PP1,15,TRUE,X,TRUE,YES,22,15EQY,15EQY,1,FALSE,PP1,1Y,22-15,Q +GP,TRUE,FALSE,PP1,22-15
PP1,TRUE,22-15-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,Y,TRUE,YES,22,15EQY,15EQY,2,FALSE,PP1 > OBJ,1Y,22-15,Q +GP,TRUE,FALSE,BOTH,22-15
OBJ,TRUE,22-16-1,FALSE,FALSE,PP1,NA,OBJ > PP1,16,TRUE,X,FALSE,NO,22,16EDN,16EDN,1,FALSE,OBJ > PP1,1Y,22-16,D -GP,FALSE,TRUE,BOTH,22-16
OBJ,TRUE,22-16-2,FALSE,FALSE,NONE,NA,OBJ,16,FALSE,Y,FALSE,NO,22,16EDN,16EDN,2,FALSE,OBJ,1Y,22-16,D -GP,FALSE,TRUE,OBJ,22-16
PP1,FALSE,22-2-1,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,22,2EDY,2EDY,1,FALSE,PP1,1Y,22-2,D +GP,TRUE,FALSE,PP1,22-2
PP1,TRUE,22-2-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,FALSE,NO,22,2EDY,2EDY,2,FALSE,PP1 > OBJ,1Y,22-2,D +GP,TRUE,FALSE,BOTH,22-2
PP1,TRUE,22-3-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,FALSE,YES,22,3EDY,3EDY,1,FALSE,PP1 > OBJ,1Y,22-3,D +GP,TRUE,FALSE,BOTH,22-3
OBJ,TRUE,22-3-2,TRUE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,Y,FALSE,NO,22,3EDY,3EDY,2,FALSE,OBJ > PP1,1Y,22-3,D +GP,FALSE,TRUE,BOTH,22-3
OBJ,TRUE,22-4-1,FALSE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,X,FALSE,NO,22,4EDN,4EDN,1,FALSE,OBJ > PP1,1Y,22-4,D -GP,FALSE,TRUE,BOTH,22-4
OBJ,TRUE,22-4-2,FALSE,TRUE,V,NA,OBJ,4,FALSE,Y,FALSE,NO,22,4EDN,4EDN,2,FALSE,OBJ > V,1Y,22-4,D -GP,FALSE,TRUE,OBJ,22-4
PP1,TRUE,22-5-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,FALSE,NO,22,5EDY,5EDY,1,FALSE,PP1 > OBJ,1Y,22-5,D +GP,TRUE,FALSE,BOTH,22-5
OBJ,TRUE,22-5-2,TRUE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,Y,FALSE,NO,22,5EDY,5EDY,2,FALSE,OBJ > PP1,1Y,22-5,D +GP,FALSE,TRUE,BOTH,22-5
PP1,FALSE,22-6-1,FALSE,FALSE,NONE,NA,PP1,6,TRUE,X,FALSE,NO,22,6EDN,6EDN,1,FALSE,PP1,1Y,22-6,D -GP,TRUE,FALSE,PP1,22-6
OBJ,TRUE,22-6-2,FALSE,FALSE,NONE,NA,OBJ,6,FALSE,Y,FALSE,NO,22,6EDN,6EDN,2,FALSE,OBJ,1Y,22-6,D -GP,FALSE,TRUE,OBJ,22-6
OBJ,TRUE,22-7-1,FALSE,FALSE,NONE,NA,OBJ,7,FALSE,X,TRUE,YES,22,7EQN,7EQN,1,FALSE,OBJ,1Y,22-7,Q -GP,FALSE,TRUE,OBJ,22-7
OBJ,TRUE,22-7-2,FALSE,FALSE,NONE,NA,OBJ,7,FALSE,Y,TRUE,YES,22,7EQN,7EQN,2,FALSE,OBJ,1Y,22-7,Q -GP,FALSE,TRUE,OBJ,22-7
PP1,TRUE,22-8-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,TRUE,YES,22,8EQN,8EQN,1,FALSE,PP1 > OBJ,1Y,22-8,Q -GP,TRUE,FALSE,BOTH,22-8
OBJ,TRUE,22-8-2,FALSE,FALSE,NONE,NA,OBJ,8,FALSE,Y,TRUE,YES,22,8EQN,8EQN,2,FALSE,OBJ,1Y,22-8,Q -GP,FALSE,TRUE,OBJ,22-8
PP1,TRUE,22-9-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,TRUE,YES,22,9EQY,9EQY,1,FALSE,PP1 > OBJ,1Y,22-9,Q +GP,TRUE,FALSE,BOTH,22-9
OBJ,TRUE,22-9-2,TRUE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,Y,TRUE,YES,22,9EQY,9EQY,2,FALSE,OBJ > PP1,1Y,22-9,Q +GP,FALSE,TRUE,BOTH,22-9
PP1,FALSE,3-1-1,TRUE,TRUE,V,PP2,PP1,1,TRUE,X,FALSE,NO,3,1EDY,3.1EDY_X,1,TRUE,PP1 > V,16Y,3-1,D +GP,TRUE,FALSE,PP1,3-1
PP1,FALSE,3-1-2,TRUE,TRUE,V,NA,PP1,1,TRUE,Y,FALSE,NO,3,1EDY,3.1EDY_Y,2,FALSE,PP1 > V,16Y,3-1,D +GP,TRUE,FALSE,PP1,3-1
PP1,FALSE,3-10-1,TRUE,FALSE,NONE,NA,PP1,10,TRUE,X,TRUE,YES,3,10EQY,3.10EQY_X,1,FALSE,PP1,16Y,3-10,Q +GP,TRUE,FALSE,PP1,3-10
OBJ,TRUE,3-10-2,TRUE,FALSE,PP1,NA,OBJ > PP1,10,TRUE,Y,TRUE,YES,3,10EQY,3.10EQY_Y,2,FALSE,OBJ > PP1,16Y,3-10,Q +GP,FALSE,TRUE,BOTH,3-10
PP1,TRUE,3-11-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,FALSE,NO,3,11EDN,3.11EDN_X,1,FALSE,PP1 > OBJ,16Y,3-11,D -GP,TRUE,FALSE,BOTH,3-11
OBJ,TRUE,3-11-2,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,FALSE,NO,3,11EDN,3.11EDN_Y,2,FALSE,OBJ > PP1,16Y,3-11,D -GP,FALSE,TRUE,BOTH,3-11
PP1,FALSE,3-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,FALSE,NO,3,12EDY,3.12EDY_X,1,FALSE,PP1,16Y,3-12,D +GP,TRUE,FALSE,PP1,3-12
PP1,FALSE,3-12-2,TRUE,FALSE,NONE,NA,PP1,12,TRUE,Y,FALSE,NO,3,12EDY,3.12EDY_Y,2,FALSE,PP1,16Y,3-12,D +GP,TRUE,FALSE,PP1,3-12
PP1,TRUE,3-13-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,FALSE,NO,3,13EDN,3.13EDN_X,1,FALSE,PP1 > OBJ,16Y,3-13,D -GP,TRUE,FALSE,BOTH,3-13
OBJ,TRUE,3-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,FALSE,NO,3,13EDN,3.13EDN_Y,2,FALSE,OBJ,16Y,3-13,D -GP,FALSE,TRUE,OBJ,3-13
PP1,TRUE,3-14-1,FALSE,TRUE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,3,14EQN,3.14EQN_X,1,FALSE,PP1 > V OBJ,16Y,3-14,Q -GP,TRUE,FALSE,BOTH,3-14
OBJ,TRUE,3-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,TRUE,YES,3,14EQN,3.14EQN_Y,2,FALSE,OBJ,16Y,3-14,Q -GP,FALSE,TRUE,OBJ,3-14
NONE,TRUE,3-15-1,TRUE,FALSE,NONE,NA,OBJ PP1,15,TRUE,X,FALSE,NO,3,15EDY,3.15EDY_X,1,FALSE,OBJ PP1,16Y,3-15,D +GP,FALSE,FALSE,BOTH,3-15
OBJ,TRUE,3-15-2,TRUE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,FALSE,NO,3,15EDY,3.15EDY_Y,2,FALSE,OBJ > PP1,16Y,3-15,D +GP,FALSE,TRUE,BOTH,3-15
PP1,FALSE,3-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,YES,3,16EQN,3.16EQN_X,1,FALSE,PP1,16Y,3-16,Q -GP,TRUE,FALSE,PP1,3-16
OBJ,TRUE,3-16-2,FALSE,FALSE,PP1,NA,OBJ > PP1,16,TRUE,Y,TRUE,NO,3,16EQN,3.16EQN_Y,2,FALSE,OBJ > PP1,16Y,3-16,Q -GP,FALSE,TRUE,BOTH,3-16
PP1,TRUE,3-2-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,X,TRUE,NO,3,2EQY,3.2EQY_X,1,FALSE,PP1 > OBJ,16Y,3-2,Q +GP,TRUE,FALSE,BOTH,3-2
PP1,TRUE,3-2-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,TRUE,NO,3,2EQY,3.2EQY_Y,2,FALSE,PP1 > OBJ,16Y,3-2,Q +GP,TRUE,FALSE,BOTH,3-2
PP1,FALSE,3-3-1,TRUE,FALSE,NONE,NA,PP1,3,TRUE,X,TRUE,NO,3,3EQY,3.3EQY_X,1,FALSE,PP1,16Y,3-3,Q +GP,TRUE,FALSE,PP1,3-3
