STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST,pair,condition,pdom,odom,simple2lvl,ID
PP1,FALSE,16-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,Y,FALSE,NO,16,2EDN,2EDN,2,FALSE,PP1,1X,16-2,D -GP,TRUE,FALSE,PP1,16-2
PP1,FALSE,16-3-1,FALSE,TRUE,V,NA,PP1,3,TRUE,X,FALSE,NO,16,3EDN,3EDN,1,FALSE,PP1 > V,1X,16-3,D -GP,TRUE,FALSE,PP1,16-3
OBJ,TRUE,16-3-2,FALSE,FALSE,PP1,PP2,OBJ > PP1,3,TRUE,Y,FALSE,NO,16,3EDN,3EDN,2,TRUE,OBJ > PP1,1X,16-3,D -GP,FALSE,TRUE,BOTH,16-3
OBJ,TRUE,16-4-1,TRUE,FALSE,PP1,PP2,OBJ > PP1,4,TRUE,X,FALSE,NO,16,4EDY,4EDY,1,TRUE,OBJ > PP1,1X,16-4,D +GP,FALSE,TRUE,BOTH,16-4
PP1,TRUE,16-4-2,TRUE,TRUE,V,NA,PP1 > OBJ,4,TRUE,Y,FALSE,NO,16,4EDY,4EDY,2,FALSE,PP1 > V OBJ,1X,16-4,D +GP,TRUE,FALSE,BOTH,16-4
OBJ,TRUE,16-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,X,FALSE,NO,16,5EDN,5EDN,1,FALSE,OBJ,1X,16-5,D -GP,FALSE,TRUE,OBJ,16-5
OBJ,TRUE,16-5-2,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,16,5EDN,5EDN,2,FALSE,OBJ,1X,16-5,D -GP,FALSE,TRUE,OBJ,16-5
PP1,FALSE,16-6-1,TRUE,TRUE,V,NA,PP1,6,TRUE,X,FALSE,NO,16,6EDY,6EDY,1,FALSE,PP1 > V,1X,16-6,D +GP,TRUE,FALSE,PP1,16-6
OBJ,TRUE,16-6-2,TRUE,FALSE,PP1,NA,OBJ > PP1,6,TRUE,Y,FALSE,NO,16,6EDY,6EDY,2,FALSE,OBJ > PP1,1X,16-6,D +GP,FALSE,TRUE,BOTH,16-6
PP1,FALSE,16-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,X,TRUE,YES,16,7EQY,7EQY,1,FALSE,PP1,1X,16-7,Q +GP,TRUE,FALSE,PP1,16-7
PP1,TRUE,16-7-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,TRUE,YES,16,7EQY,7EQY,2,FALSE,PP1 > OBJ,1X,16-7,Q +GP,TRUE,FALSE,BOTH,16-7
PP1,FALSE,16-8-1,TRUE,FALSE,NONE,NA,PP1,8,TRUE,X,TRUE,NO,16,8EQY,8EQY,1,FALSE,PP1,1X,16-8,Q +GP,TRUE,FALSE,PP1,16-8
PP1,TRUE,16-8-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,TRUE,YES,16,8EQY,8EQY,2,FALSE,PP1 > OBJ,1X,16-8,Q +GP,TRUE,FALSE,BOTH,16-8
OBJ,TRUE,16-9-1,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,TRUE,YES,16,9EQN,9EQN,1,FALSE,OBJ,1X,16-9,Q -GP,FALSE,TRUE,OBJ,16-9
OBJ,TRUE,16-9-2,FALSE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,Y,TRUE,YES,16,9EQN,9EQN,2,FALSE,OBJ > PP1,1X,16-9,Q -GP,FALSE,TRUE,BOTH,16-9
OBJ,TRUE,17-1-1,FALSE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,X,FALSE,NO,17,1EDN,17.1EDN_X,1,FALSE,OBJ > PP1,16Y,17-1,D -GP,FALSE,TRUE,BOTH,17-1
PP1,TRUE,17-1-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,FALSE,NO,17,1EDN,17.1EDN_Y,2,FALSE,PP1 > OBJ,16Y,17-1,D -GP,TRUE,FALSE,BOTH,17-1
PP1,FALSE,17-10-1,FALSE,FALSE,NONE,PP2,PP1,10,TRUE,X,TRUE,NO,17,10EQN,17.10EQN_X,1,TRUE,PP1,16Y,17-10,Q -GP,TRUE,FALSE,PP1,17-10
OBJ,TRUE,17-10-2,FALSE,FALSE,NONE,NA,OBJ,10,FALSE,Y,TRUE,YES,17,10EQN,17.10EQN_Y,2,FALSE,OBJ,16Y,17-10,Q -GP,FALSE,TRUE,OBJ,17-10
PP1,FALSE,17-11-1,TRUE,FALSE,NONE,NA,PP1,11,TRUE,X,FALSE,NO,17,11EDY,17.11EDY_X,1,FALSE,PP1,16Y,17-11,D +GP,TRUE,FALSE,PP1,17-11
PP1,TRUE,17-11-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,Y,FALSE,NO,17,11EDY,17.11EDY_Y,2,FALSE,PP1 > OBJ,16Y,17-11,D +GP,TRUE,FALSE,BOTH,17-11
PP1,FALSE,17-12-1,FALSE,FALSE,NONE,NA,PP1,12,TRUE,X,FALSE,YES,17,12EDN,17.12EDN_X,1,FALSE,PP1,16Y,17-12,D -GP,TRUE,FALSE,PP1,17-12
PP1,FALSE,17-12-2,FALSE,TRUE,V,NA,PP1,12,TRUE,Y,FALSE,NO,17,12EDN,17.12EDN_Y,2,FALSE,PP1 > V,16Y,17-12,D -GP,TRUE,FALSE,PP1,17-12
OBJ,TRUE,17-13-1,TRUE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,X,FALSE,NO,17,13EDY,17.13EDY_X,1,FALSE,OBJ > PP1,16Y,17-13,D +GP,FALSE,TRUE,BOTH,17-13
PP1,TRUE,17-13-2,TRUE,TRUE,V,NA,PP1 > OBJ,13,TRUE,Y,FALSE,NO,17,13EDY,17.13EDY_Y,2,FALSE,PP1 > V OBJ,16Y,17-13,D +GP,TRUE,FALSE,BOTH,17-13
PP1,TRUE,17-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,NO,17,14EQY,17.14EQY_X,1,FALSE,PP1 > OBJ,16Y,17-14,Q +GP,TRUE,FALSE,BOTH,17-14
PP1,TRUE,17-14-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,TRUE,YES,17,14EQY,17.14EQY_Y,2,FALSE,PP1 > OBJ,16Y,17-14,Q +GP,TRUE,FALSE,BOTH,17-14
OBJ,TRUE,17-15-1,FALSE,FALSE,NONE,NA,OBJ,15,FALSE,X,FALSE,NO,17,15EDN,17.15EDN_X,1,FALSE,OBJ,16Y,17-15,D -GP,FALSE,TRUE,OBJ,17-15
PP1,TRUE,17-15-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,Y,FALSE,NO,17,15EDN,17.15EDN_Y,2,FALSE,PP1 > OBJ,16Y,17-15,D -GP,TRUE,FALSE,BOTH,17-15
OBJ,TRUE,17-16-1,TRUE,FALSE,PP1,NA,OBJ > PP1,16,TRUE,X,TRUE,YES,17,16EQY,17.16EQY_X,1,FALSE,OBJ > PP1,16Y,17-16,Q +GP,FALSE,TRUE,BOTH,17-16
OBJ,TRUE,17-16-2,TRUE,FALSE,NONE,NA,OBJ,16,FALSE,Y,TRUE,YES,17,16EQY,17.16EQY_Y,2,FALSE,OBJ,16Y,17-16,Q +GP,FALSE,TRUE,OBJ,17-16
PP1,TRUE,17-2-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,X,TRUE,YES,17,2EQN,17.2EQN_X,1,FALSE,PP1 > OBJ,16Y,17-2,Q -GP,TRUE,FALSE,BOTH,17-2
PP1,TRUE,17-2-2,FALSE,TRUE,V,NA,PP1 > OBJ,2,TRUE,Y,TRUE,YES,17,2EQN,17.2EQN_Y,2,FALSE,PP1 > V OBJ,16Y,17-2,Q -GP,TRUE,FALSE,BOTH,17-2
OBJ,TRUE,17-3-1,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,X,TRUE,NO,17,3EQN,17.3EQN_X,1,FALSE,OBJ,16Y,17-3,Q -GP,FALSE,TRUE,OBJ,17-3
OBJ,TRUE,17-3-2,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,Y,TRUE,YES,17,3EQN,17.3EQN_Y,2,FALSE,OBJ,16Y,17-3,Q -GP,FALSE,TRUE,OBJ,17-3
PP1,TRUE,17-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,TRUE,YES,17,4EQY,17.4EQY_X,1,FALSE,PP1 > OBJ,16Y,17-4,Q +GP,TRUE,FALSE,BOTH,17-4
OBJ,TRUE,17-4-2,TRUE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,Y,TRUE,YES,17,4EQY,17.4EQY_Y,2,FALSE,OBJ > PP1,16Y,17-4,Q +GP,FALSE,TRUE,BOTH,17-4
OBJ,TRUE,17-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,X,TRUE,YES,17,5EQN,17.5EQN_X,1,FALSE,OBJ,16Y,17-5,Q -GP,FALSE,TRUE,OBJ,17-5
OBJ,TRUE,17-5-2,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,TRUE,YES,17,5EQN,17.5EQN_Y,2,FALSE,OBJ,16Y,17-5,Q -GP,FALSE,TRUE,OBJ,17-5
PP1,FALSE,17-6-1,TRUE,FALSE,NONE,NA,PP1,6,TRUE,X,TRUE,NO,17,6EQY,17.6EQY_X,1,FALSE,PP1,16Y,17-6,Q +GP,TRUE,FALSE,PP1,17-6
PP1,TRUE,17-6-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,TRUE,YES,17,6EQY,17.6EQY_Y,2,FALSE,PP1 > OBJ,16Y,17-6,Q +GP,TRUE,FALSE,BOTH,17-6
PP1,FALSE,17-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,X,FALSE,NO,17,7EDY,17.7EDY_X,1,FALSE,PP1,16Y,17-7,D +GP,TRUE,FALSE,PP1,17-7
OBJ,TRUE,17-7-2,TRUE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,Y,FALSE,NO,17,7EDY,17.7EDY_Y,2,FALSE,OBJ > PP1,16Y,17-7,D +GP,FALSE,TRUE,BOTH,17-7
PP1,TRUE,17-8-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,FALSE,NO,17,8EDY,17.8EDY_X,1,FALSE,PP1 > OBJ,16Y,17-8,D +GP,TRUE,FALSE,BOTH,17-8
PP1,TRUE,17-8-2,TRUE,TRUE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,FALSE,NO,17,8EDY,17.8EDY_Y,2,FALSE,PP1 > V OBJ,16Y,17-8,D +GP,TRUE,FALSE,BOTH,17-8
OBJ,TRUE,17-9-1,FALSE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,X,FALSE,NO,17,9EDN,17.9EDN_X,1,FALSE,OBJ > PP1,16Y,17-9,D -GP,FALSE,TRUE,BOTH,17-9
NONE,TRUE,17-9-2,FALSE,FALSE,NONE,NA,OBJ PP1,9,TRUE,Y,FALSE,NO,17,9EDN,17.9EDN_Y,2,FALSE,OBJ PP1,16Y,17-9,D -GP,FALSE,FALSE,BOTH,17-9
PP1,TRUE,19-1-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,FALSE,NO,19,1EDY,19.1EDY_X,1,FALSE,PP1 > OBJ,1X,19-1,D +GP,TRUE,FALSE,BOTH,19-1
PP1,TRUE,19-1-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,FALSE,NO,19,1EDY,19.1EDY_Y,2,FALSE,PP1 > OBJ,1X,19-1,D +GP,TRUE,FALSE,BOTH,19-1
PP1,TRUE,19-12-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,X,FALSE,NO,19,12EDY,19.12EDY_X,1,FALSE,PP1 > OBJ,1X,19-12,D +GP,TRUE,FALSE,BOTH,19-12
OBJ,TRUE,19-12-2,TRUE,FALSE,PP1,NA,OBJ > PP1,12,TRUE,Y,FALSE,NO,19,12EDY,19.12EDY_Y,2,FALSE,OBJ > PP1,1X,19-12,D +GP,FALSE,TRUE,BOTH,19-12
OBJ,TRUE,19-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,FALSE,NO,19,13EDN,19.13EDN_X,1,FALSE,OBJ,1X,19-13,D -GP,FALSE,TRUE,OBJ,19-13
OBJ,TRUE,19-13-2,FALSE,FALSE,PP1,PP1,OBJ > PP1,13,TRUE,Y,FALSE,NO,19,13EDN,19.13EDN_Y,2,TRUE,OBJ > PP1,1X,19-13,D -GP,FALSE,TRUE,BOTH,19-13
OBJ,TRUE,19-14-1,TRUE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,X,FALSE,YES,19,14EDY,19.14EDY_X,1,FALSE,OBJ > PP1,1X,19-14,D +GP,FALSE,TRUE,BOTH,19-14
OBJ,TRUE,19-14-2,FALSE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,Y,TRUE,YES,19,14EQN,19.14EQN_Y,2,FALSE,OBJ > PP1,1X,19-14,Q -GP,FALSE,TRUE,BOTH,19-14
PP1,FALSE,19-15-1,TRUE,FALSE,NONE,NA,PP1,15,TRUE,X,FALSE,NO,19,15EDY,19.15EDY_X,1,FALSE,PP1,1X,19-15,D +GP,TRUE,FALSE,PP1,19-15
PP1,FALSE,19-15-2,TRUE,FALSE,NONE,NA,PP1,15,TRUE,Y,FALSE,NO,19,15EDY,19.15EDY_Y,2,FALSE,PP1,1X,19-15,D +GP,TRUE,FALSE,PP1,19-15
OBJ,TRUE,19-16-1,FALSE,FALSE,PP1,NA,OBJ > PP1,16,TRUE,X,TRUE,YES,19,16EQN,19.16EQN_X,1,FALSE,OBJ > PP1,1X,19-16,Q -GP,FALSE,TRUE,BOTH,19-16
PP1,FALSE,19-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,19,16EQN,19.16EQN_Y,2,FALSE,PP1,1X,19-16,Q -GP,TRUE,FALSE,PP1,19-16
OBJ,TRUE,19-6-1,FALSE,FALSE,PP1,NA,OBJ > PP1,6,TRUE,X,TRUE,YES,19,6EQN,19.6EQN_X,1,FALSE,OBJ > PP1,1X,19-6,Q -GP,FALSE,TRUE,BOTH,19-6
PP1,FALSE,19-6-2,FALSE,FALSE,NONE,NA,PP1,6,TRUE,Y,TRUE,NO,19,6EQN,19.6EQN_Y,2,FALSE,PP1,1X,19-6,Q -GP,TRUE,FALSE,PP1,19-6
OBJ,TRUE,19-7-1,FALSE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,X,FALSE,NO,19,7EDN,19.7EDN_X,1,FALSE,OBJ > PP1,1X,19-7,D -GP,FALSE,TRUE,BOTH,19-7
PP1,FALSE,19-7-2,FALSE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,19,7EDN,19.7EDN_Y,2,FALSE,PP1,1X,19-7,D -GP,TRUE,FALSE,PP1,19-7
OBJ,TRUE,19-8-1,FALSE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,X,FALSE,NO,19,8EDN,19.8EDN_X,1,FALSE,OBJ > PP1,1X,19-8,D -GP,FALSE,TRUE,BOTH,19-8
PP1,TRUE,19-8-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,FALSE,NO,19,8EDN,19.8EDN_Y,2,FALSE,PP1 > OBJ,1X,19-8,D -GP,TRUE,FALSE,BOTH,19-8
PP1,TRUE,2-1-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,TRUE,YES,2,1EQY,2.1EQY_X,1,FALSE,PP1 > OBJ,1Y,2-1,Q +GP,TRUE,FALSE,BOTH,2-1
PP1,FALSE,2-1-2,TRUE,FALSE,NONE,NA,PP1,1,TRUE,Y,TRUE,YES,2,1EQY,2.1EQY_Y,2,FALSE,PP1,1Y,2-1,Q +GP,TRUE,FALSE,PP1,2-1
PP1,FALSE,2-10-1,TRUE,FALSE,NONE,NA,PP1,10,TRUE,X,FALSE,NO,2,10EDY,2.10EDY_X,1,FALSE,PP1,1Y,2-10,D +GP,TRUE,FALSE,PP1,2-10
PP1,FALSE,2-10-2,TRUE,FALSE,NONE,NA,PP1,10,TRUE,Y,FALSE,NO,2,10EDY,2.10EDY_Y,2,FALSE,PP1,1Y,2-10,D +GP,TRUE,FALSE,PP1,2-10
OBJ,TRUE,2-11-1,FALSE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,X,TRUE,YES,2,11EQN,2.11EQN_X,1,FALSE,OBJ > PP1,1Y,2-11,Q -GP,FALSE,TRUE,BOTH,2-11
OBJ,TRUE,2-11-2,FALSE,FALSE,NONE,NA,OBJ,11,FALSE,Y,TRUE,YES,2,11EQN,2.11EQN_Y,2,FALSE,OBJ,1Y,2-11,Q -GP,FALSE,TRUE,OBJ,2-11
PP1,FALSE,2-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,TRUE,YES,2,12EQY,2.12EQY_X,1,FALSE,PP1,1Y,2-12,Q +GP,TRUE,FALSE,PP1,2-12
PP1,FALSE,2-12-2,TRUE,FALSE,NONE,NA,PP1,12,TRUE,Y,TRUE,YES,2,12EQY,2.12EQY_Y,2,FALSE,PP1,1Y,2-12,Q +GP,TRUE,FALSE,PP1,2-12
OBJ,TRUE,2-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,TRUE,YES,2,13EQN,2.13EQN_X,1,FALSE,OBJ,1Y,2-13,Q -GP,FALSE,TRUE,OBJ,2-13
OBJ,TRUE,2-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,TRUE,YES,2,13EQN,2.13EQN_X,2,FALSE,OBJ,1Y,2-13,Q -GP,FALSE,TRUE,OBJ,2-13
OBJ,TRUE,2-14-1,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,X,FALSE,NO,2,14EDN,2.14EDN_X,1,FALSE,OBJ,1Y,2-14,D -GP,FALSE,TRUE,OBJ,2-14
OBJ,TRUE,2-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,FALSE,NO,2,14EDN,2.14EDN_Y,2,FALSE,OBJ,1Y,2-14,D -GP,FALSE,TRUE,OBJ,2-14
PP1,TRUE,2-15-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,X,TRUE,YES,2,15EQY,2.15EQY_X,1,FALSE,PP1 > OBJ,1Y,2-15,Q +GP,TRUE,FALSE,BOTH,2-15
OBJ,TRUE,2-15-2,TRUE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,TRUE,YES,2,15EQY,2.15EQY_Y,2,FALSE,OBJ > PP1,1Y,2-15,Q +GP,FALSE,TRUE,BOTH,2-15
OBJ,TRUE,2-16-1,FALSE,FALSE,NONE,NA,OBJ,16,FALSE,X,FALSE,NO,2,16EDN,2.16EDN_X,1,FALSE,OBJ,1Y,2-16,D -GP,FALSE,TRUE,OBJ,2-16
PP1,FALSE,2-16-2,FALSE,TRUE,V,NA,PP1,16,TRUE,Y,FALSE,NO,2,16END,2.16END_Y,2,FALSE,PP1 > V,1Y,2-16,D -GP,TRUE,FALSE,PP1,2-16
PP1,FALSE,2-2-1,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,2,2EDY,2.2EDY_X,1,FALSE,PP1,1Y,2-2,D +GP,TRUE,FALSE,PP1,2-2
PP1,FALSE,2-2-2,TRUE,FALSE,NONE,NA,PP1,2,TRUE,Y,FALSE,NO,2,2EDY,2.2EDY_Y,2,FALSE,PP1,1Y,2-2,D +GP,TRUE,FALSE,PP1,2-2
PP1,FALSE,2-3-1,TRUE,FALSE,NONE,NA,PP1,3,TRUE,X,FALSE,NO,2,3EDY,2.3EDY_X,1,FALSE,PP1,1Y,2-3,D +GP,TRUE,FALSE,PP1,2-3
OBJ,TRUE,2-3-2,TRUE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,Y,FALSE,NO,2,3EDY,2.3EDY_Y,2,FALSE,OBJ > PP1,1Y,2-3,D +GP,FALSE,TRUE,BOTH,2-3
OBJ,TRUE,2-4-1,FALSE,FALSE,NONE,NA,OBJ,4,FALSE,X,FALSE,NO,2,4EDN,2.4EDN_X,1,FALSE,OBJ,1Y,2-4,D -GP,FALSE,TRUE,OBJ,2-4
OBJ,TRUE,2-4-2,FALSE,TRUE,V,NA,OBJ,4,FALSE,Y,FALSE,NO,2,4EDN,2.4EDN_Y,2,FALSE,OBJ > V,1Y,2-4,D -GP,FALSE,TRUE,OBJ,2-4
PP1,FALSE,2-5-1,TRUE,FALSE,NONE,NA,PP1,5,TRUE,X,FALSE,NO,2,5EDY,2.5EDY_X,1,FALSE,PP1,1Y,2-5,D +GP,TRUE,FALSE,PP1,2-5
OBJ,TRUE,2-5-2,TRUE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,2,5EDY,2.5EDY_Y,2,FALSE,OBJ,1Y,2-5,D +GP,FALSE,TRUE,OBJ,2-5
PP1,FALSE,2-6-1,FALSE,FALSE,NONE,NA,PP1,6,TRUE,X,FALSE,NO,2,6EDN,2.6EDN_X,1,FALSE,PP1,1Y,2-6,D -GP,TRUE,FALSE,PP1,2-6
OBJ,TRUE,2-6-2,FALSE,FALSE,PP1,NA,OBJ > PP1,6,TRUE,Y,FALSE,NO,2,6EDN,2.6EDN_Y,2,FALSE,OBJ > PP1,1Y,2-6,D -GP,FALSE,TRUE,BOTH,2-6
OBJ,TRUE,2-7-1,FALSE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,X,TRUE,YES,2,7EQN,2.7EQN_X,1,FALSE,OBJ > PP1,1Y,2-7,Q -GP,FALSE,TRUE,BOTH,2-7
V,FALSE,2-7-2,FALSE,TRUE,NONE,NA,NA,7,FALSE,Y,TRUE,YES,2,7EQN,2.7EQN_Y,2,FALSE,V,1Y,2-7,Q -GP,FALSE,FALSE,NEITHER,2-7
OBJ,TRUE,2-8-1,FALSE,FALSE,NONE,NA,OBJ,8,FALSE,X,TRUE,YES,2,8EQN,2.8EQN_X,1,FALSE,OBJ,1Y,2-8,Q -GP,FALSE,TRUE,OBJ,2-8
OBJ,TRUE,2-8-2,FALSE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,Y,TRUE,YES,2,8EQN,2.8EQN_Y,2,FALSE,OBJ > PP1,1Y,2-8,Q -GP,FALSE,TRUE,BOTH,2-8
PP1,TRUE,2-9-1,TRUE,FALSE,OBJ,PP2,PP1 > OBJ,9,TRUE,X,TRUE,YES,2,9EQY,2.9EQY_X,1,TRUE,PP1 > OBJ,1Y,2-9,Q +GP,TRUE,FALSE,BOTH,2-9
PP1,TRUE,2-9-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,Y,TRUE,YES,2,9EQY,2.9EQY_Y,2,FALSE,PP1 > OBJ,1Y,2-9,Q +GP,TRUE,FALSE,BOTH,2-9
OBJ,TRUE,20-1-1,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,X,TRUE,YES,20,1EQN,1EQN,1,FALSE,OBJ,16X,20-1,Q -GP,FALSE,TRUE,OBJ,20-1
PP1,TRUE,20-1-2,FALSE,TRUE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,TRUE,YES,20,1EQN,1EQN,2,FALSE,PP1 > V OBJ,16X,20-1,Q -GP,TRUE,FALSE,BOTH,20-1
OBJ,TRUE,20-10-1,FALSE,FALSE,NONE,NA,OBJ,10,FALSE,X,FALSE,NO,20,10EDN,10EDN,1,FALSE,OBJ,16X,20-10,D -GP,FALSE,TRUE,OBJ,20-10
OBJ,TRUE,20-10-2,FALSE,TRUE,V,NA,OBJ,10,FALSE,Y,FALSE,NO,20,10EDN,10EDN,2,FALSE,OBJ > V,16X,20-10,D -GP,FALSE,TRUE,OBJ,20-10
NONE,TRUE,20-11-1,TRUE,FALSE,NONE,NA,OBJ PP1,11,TRUE,X,TRUE,YES,20,11EQY,11EQY,1,FALSE,OBJ PP1,16X,20-11,Q +GP,FALSE,FALSE,BOTH,20-11
OBJ,TRUE,20-11-2,TRUE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,TRUE,YES,20,11EQY,11EQY,2,FALSE,OBJ > PP1,16X,20-11,Q +GP,FALSE,TRUE,BOTH,20-11
OBJ,TRUE,20-12-1,FALSE,FALSE,NONE,NA,OBJ,12,FALSE,X,TRUE,YES,20,12EQN,12EQN,1,FALSE,OBJ,16X,20-12,Q -GP,FALSE,TRUE,OBJ,20-12
OBJ,TRUE,20-12-2,FALSE,FALSE,PP1,NA,OBJ > PP1,12,TRUE,Y,TRUE,YES,20,12EQN,12EQN,2,FALSE,OBJ > PP1,16X,20-12,Q -GP,FALSE,TRUE,BOTH,20-12
PP1,TRUE,20-13-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,TRUE,YES,20,13EQY,13EQY,1,FALSE,PP1 > OBJ,16X,20-13,Q +GP,TRUE,FALSE,BOTH,20-13
PP1,TRUE,20-13-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,Y,TRUE,YES,20,13EQY,13EQY,2,FALSE,PP1 > OBJ,16X,20-13,Q +GP,TRUE,FALSE,BOTH,20-13
PP1,FALSE,20-14-1,TRUE,FALSE,NONE,NA,PP1,14,TRUE,X,FALSE,NO,20,14EDY,14EDY,1,FALSE,PP1,16X,20-14,D +GP,TRUE,FALSE,PP1,20-14
OBJ,TRUE,20-14-2,TRUE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,Y,FALSE,NO,20,14EDY,14EDY,2,FALSE,OBJ > PP1,16X,20-14,D +GP,FALSE,TRUE,BOTH,20-14
OBJ,TRUE,20-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,TRUE,YES,20,15EQN,15EQN,1,FALSE,OBJ > PP1,16X,20-15,Q -GP,FALSE,TRUE,BOTH,20-15
PP1,FALSE,20-15-2,FALSE,FALSE,NONE,NA,PP1,15,TRUE,Y,TRUE,YES,20,15EQN,15EQN,2,FALSE,PP1,16X,20-15,Q -GP,TRUE,FALSE,PP1,20-15
PP1,FALSE,20-16-1,TRUE,FALSE,NONE,NA,PP1,16,TRUE,X,FALSE,NO,20,16EDY,16EDY,1,FALSE,PP1,16X,20-16,D +GP,TRUE,FALSE,PP1,20-16
OBJ,TRUE,20-16-2,TRUE,FALSE,PP1,NA,OBJ > PP1,16,TRUE,Y,FALSE,NO,20,16EDY,16EDY,2,FALSE,OBJ > PP1,16X,20-16,D +GP,FALSE,TRUE,BOTH,20-16
PP1,TRUE,20-2-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,X,FALSE,NO,20,2EDN,2EDN,1,FALSE,PP1 > OBJ,16X,20-2,D -GP,TRUE,FALSE,BOTH,20-2
OBJ,TRUE,20-2-2,FALSE,FALSE,PP1,NA,OBJ > PP1,2,TRUE,Y,FALSE,NO,20,2EDN,2EDN,2,FALSE,OBJ > PP1,16X,20-2,D -GP,FALSE,TRUE,BOTH,20-2
OBJ,TRUE,20-3-1,FALSE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,X,FALSE,NO,20,3EDN,3EDN,1,FALSE,OBJ > PP1,16X,20-3,D -GP,FALSE,TRUE,BOTH,20-3
PP1,TRUE,20-3-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,Y,FALSE,NO,20,3EDN,3EDN,2,FALSE,PP1 > OBJ,16X,20-3,D -GP,TRUE,FALSE,BOTH,20-3
