Participant,r1delbyp,r1DelCat,Item,target,SUBJ,AUX,Asp,V,P1,P2+GP,P2-GP,ID,Gender,lightReading,bookReading,Monolingual,ease,Semester,DOTW,timeslot,DATE,isFiller,Condition_Q,Condition_GP,irt,File_pair,R2 UL,R2 Lead,R2 FL,R1 UL,R1 FL,R1 Trail,wkd,cond,Q,GP,win_irt,wirt.log10
21,1936.875,SLOW,5,5,he,had,intended to,put,on,into,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,FALSE,6939.5,21.5EQN,3270,5730,13378.62,4170,7029.5,1209.5,3,+Q -GP,+Q,-GP,6939.5,3.841328180099864
21,1936.875,SLOW,3,3,he,had,wanted to,cram,under,into,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,FALSE,4699.25,21.3EQN,5190,4470,9750.62,4620,6349.25,229.25,3,+Q -GP,+Q,-GP,4699.25,3.6720285500947476
21,1936.875,SLOW,12,12,he,had,planned to,stick,on,onto,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,FALSE,3761.75,21.12EDN,3150,3750,10544.25,3720,4421.75,11.75,3,-Q -GP,-Q,-GP,3761.75,3.5753899296438623
21,1936.875,SLOW,15,15,she,had,wanted to,set,on,into,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,FALSE,FALSE,3562.38,21.15EDN,5850,3360,9864,3750,5782.38,202.38,3,-Q -GP,-Q,-GP,3562.38,3.551740243903421
21,1936.875,SLOW,6,6,she,had,decided to,put,on,onto,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,TRUE,10291,21.6EQY,4500,5190,10204.12,3630,10771,5101,3,+Q +GP,+Q,+GP,9622.66,3.983295141022997
21,1936.875,SLOW,2,2,she,had,decided to,cram,in,into,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,FALSE,3432.12,21.2EQN,4890,3420,8730.12,4350,5442.12,12.12,3,+Q -GP,+Q,-GP,3432.12,3.5355624640329446
21,1936.875,SLOW,14,14,he,had,decided to,set,on,onto,of,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,TRUE,5652.62,21.14EQY,5130,5010,11224.5,4410,6462.62,642.62,3,+Q +GP,+Q,+GP,5652.62,3.7522497907935395
21,1936.875,SLOW,10,10,he,had,decided to,stick,in,into,from,21,F,1,1,0,4,Summer,WEDNESDAY,1600,7/25,FALSE,TRUE,FALSE,9399.88,21.10EQN,2880,6600,12698.38,3840,8049.88,2799.88,3,+Q -GP,+Q,-GP,9399.88,3.9731223093794346
22,1044.375,NORMAL,5,5,he,had,intended to,put,on,into,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,TRUE,2655.25,22.5EDY,3480,2280,5782.38,3420,4875.25,375.25,3,-Q +GP,-Q,+GP,2832.625,3.4521890838001896
22,1044.375,NORMAL,9,9,she,had,intended to,stick,in,onto,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,TRUE,6105.25,22.9EQY,3390,5580,9183.62,3420,4875.25,525.25,3,+Q +GP,+Q,+GP,6105.25,3.785703452293594
22,1044.375,NORMAL,13,13,she,had,intended to,set,in,onto,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,FALSE,8628.38,22.13EQN,2400,8490,11678,3000,4308.38,138.38,3,+Q -GP,+Q,-GP,8628.38,3.935929263489966
22,1044.375,NORMAL,10,10,he,had,decided to,stick,in,into,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,TRUE,6468.75,22.10EDY,3330,5460,9523.75,3330,5328.75,1008.75,3,-Q +GP,-Q,+GP,6468.75,3.810820367137012
22,1044.375,NORMAL,15,15,she,had,wanted to,set,on,into,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,TRUE,5668.5,22.15EQY,3180,5130,8616.75,3240,4648.5,538.5,3,+Q +GP,+Q,+GP,5668.5,3.753468150972696
22,1044.375,NORMAL,1,1,he,had,intended to,cram,in,into,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,TRUE,11518.88,22.1EQY,3900,11190,15532.88,4410,5668.88,328.88,3,+Q +GP,+Q,+GP,9351.005,3.9708582892146422
22,1044.375,NORMAL,3,3,he,had,wanted to,cram,under,into,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,TRUE,4335.75,22.3EDY,3420,2970,7029.5,3570,5895.75,1365.75,3,-Q +GP,-Q,+GP,4335.75,3.6370642327668152
22,1044.375,NORMAL,8,8,she,had,planned to,put,in,onto,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,FALSE,4835.5,22.8EQN,3150,4680,8163.25,3300,5555.5,155.5,3,+Q -GP,+Q,-GP,4835.5,3.6844413876256064
22,1044.375,NORMAL,2,2,she,had,decided to,cram,in,into,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,TRUE,3078.38,22.2EDY,3300,2610,6576,2970,4308.38,468.38,3,-Q +GP,-Q,+GP,3078.38,3.4883222287887694
22,1044.375,NORMAL,12,12,he,had,planned to,stick,on,onto,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,TRUE,8608.5,22.12EQY,3480,8340,11904.75,3270,4648.5,268.5,3,+Q +GP,+Q,+GP,8608.5,3.9349274838026393
22,1044.375,NORMAL,4,4,she,had,planned to,cram,in,into,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,FALSE,3118.5,22.4EDN,3060,2670,5895.75,3150,4648.5,448.5,3,-Q -GP,-Q,-GP,3118.5,3.4939457483871506
22,1044.375,NORMAL,14,14,he,had,decided to,set,on,onto,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,FALSE,4818.38,22.14EDN,3120,4320,7483,3000,4308.38,498.38,3,-Q -GP,-Q,-GP,4818.38,3.682901047508601
22,1044.375,NORMAL,7,7,he,had,wanted to,put,on,onto,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,FALSE,2891.75,22.7EQN,3240,2610,7142.88,3240,4421.75,281.75,3,+Q -GP,+Q,-GP,2891.75,3.461160744254032
22,1044.375,NORMAL,11,11,she,had,wanted to,stick,in,into,of,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,TRUE,FALSE,3671.75,22.11EQN,3060,3330,7483,3120,4421.75,341.75,3,+Q -GP,+Q,-GP,3671.75,3.5648731035431913
22,1044.375,NORMAL,16,16,he,had,planned to,set,on,onto,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,FALSE,7458.38,22.16EDN,2370,6480,10317.5,2250,4308.38,978.38,3,-Q -GP,-Q,-GP,7458.38,3.8726445066330806
22,1044.375,NORMAL,6,6,she,had,decided to,put,on,onto,from,22,F,3,3,0,4,Summer,WEDNESDAY,1700,7/25,FALSE,FALSE,FALSE,4871.75,22.6EDN,2460,4140,7483,2790,4421.75,731.75,3,-Q -GP,-Q,-GP,4871.75,3.687684993827154
201,793.125,FAST,8,8,she,had,planned to,put,in,onto,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,TRUE,1785.25,201.8EDY,7470,1290,9183.62,3480,4875.25,495.25,3,-Q +GP,-Q,+GP,1785.25,3.2516990417468064
201,793.125,FAST,9,9,she,had,intended to,stick,in,onto,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,FALSE,778.5,201.9EDN,5880,720,7029.5,3600,4648.5,58.5,3,-Q -GP,-Q,-GP,778.5,2.891258616904139
201,793.125,FAST,11,11,she,had,wanted to,stick,in,into,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,TRUE,5008.5,201.11EDY,3480,4860,8956.88,3840,4648.5,148.5,3,-Q +GP,-Q,+GP,5008.5,3.699707678110052
201,793.125,FAST,3,3,he,had,wanted to,cram,under,into,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,FALSE,3268.5,201.3EQN,3930,3090,7029.5,3780,4648.5,178.5,3,+Q -GP,+Q,-GP,3268.5,3.5143484893019368
201,793.125,FAST,13,13,she,had,intended to,set,in,onto,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,TRUE,4408.5,201.13EDY,3330,4380,8503.38,4050,4648.5,28.5,3,-Q +GP,-Q,+GP,4408.5,3.644290845128294
201,793.125,FAST,7,7,he,had,wanted to,put,on,onto,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,TRUE,5796,201.7EDY,3360,5460,9637.25,4800,6576,336,3,-Q +GP,-Q,+GP,5495.25,3.7399874549307057
201,793.125,FAST,12,12,he,had,planned to,stick,on,onto,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,FALSE,851.75,201.12EDN,5190,810,6462.62,3840,4421.75,41.75,3,-Q -GP,-Q,-GP,851.75,2.930312142239915
201,793.125,FAST,5,5,he,had,intended to,put,on,into,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,FALSE,681.88,201.5EQN,8070,450,8730.12,3750,4761.88,231.88,3,+Q -GP,+Q,-GP,736.8100000000001,2.8673555114821525
201,793.125,FAST,4,4,she,had,planned to,cram,in,into,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,TRUE,1185.25,201.4EQY,5940,900,7029.5,3810,4875.25,285.25,3,+Q +GP,+Q,+GP,1185.25,3.0738099639909944
201,793.125,FAST,6,6,she,had,decided to,put,on,onto,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,TRUE,1491.88,201.6EQY,7200,1290,8503.38,3810,4761.88,201.88,3,+Q +GP,+Q,+GP,1491.88,3.1737338918807976
201,793.125,FAST,2,2,she,had,decided to,cram,in,into,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,FALSE,4421.75,201.2EQN,3450,4410,8503.38,3480,4421.75,11.75,3,+Q -GP,+Q,-GP,4421.75,3.6455941844910615
201,793.125,FAST,15,15,she,had,wanted to,set,on,into,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,FALSE,1858.5,201.15EDN,5580,1650,7369.62,3810,4648.5,208.5,3,-Q -GP,-Q,-GP,1858.5,3.2691625654317447
201,793.125,FAST,1,1,he,had,intended to,cram,in,into,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,FALSE,FALSE,2095.38,201.1EDN,6780,1710,9183.62,3840,5215.38,385.38,3,-Q -GP,-Q,-GP,2095.38,3.3212627943370823
201,793.125,FAST,10,10,he,had,decided to,stick,in,into,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,FALSE,1762.38,201.10EQN,8220,1200,10090.75,4410,5782.38,562.38,3,+Q -GP,+Q,-GP,1762.38,3.246099555670785
201,793.125,FAST,14,14,he,had,decided to,set,on,onto,of,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,TRUE,5395,201.14EQY,3960,5130,9750.62,3450,4195,265,3,+Q +GP,+Q,+GP,5395,3.7319914490189294
201,793.125,FAST,16,16,he,had,planned to,set,on,onto,from,201,F,3,2,0,3,Fall,WEDNESDAY,1200,11/14,FALSE,TRUE,TRUE,755.12,201.16EQY,6480,690,7936.5,3720,4535.12,65.12,3,+Q +GP,+Q,+GP,755.12,2.878015973081706
203,776.25,FAST,16,16,he,had,planned to,set,on,onto,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,FALSE,1684.75,203.16EQN,2610,1680,4308.38,3090,3514.75,4.75,3,+Q -GP,+Q,-GP,1684.75,3.22653546504374
203,776.25,FAST,3,3,he,had,wanted to,cram,under,into,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,TRUE,3651.5,203.3EQY,4680,3630,8616.75,2610,3741.5,21.5,3,+Q +GP,+Q,+GP,3076.4375,3.4880480965146257
203,776.25,FAST,1,1,he,had,intended to,cram,in,into,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,TRUE,1604.5,203.1EDY,3060,1590,4988.62,2190,2834.5,14.5,3,-Q +GP,-Q,+GP,1604.5,3.205339721431523
203,776.25,FAST,7,7,he,had,wanted to,put,on,onto,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,FALSE,697.88,203.7EDN,4620,690,5328.75,2280,2947.88,7.88,3,-Q -GP,-Q,-GP,867.9350000000001,2.9384872019065114
203,776.25,FAST,11,11,she,had,wanted to,stick,in,into,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,FALSE,1915,203.11EDN,3420,1470,6462.62,3210,4195,445,3,-Q -GP,-Q,-GP,1915,3.2821687783046416
203,776.25,FAST,10,10,he,had,decided to,stick,in,into,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,TRUE,2884.75,203.10EQY,3210,2880,6576,2820,3514.75,4.75,3,+Q +GP,+Q,+GP,2884.75,3.4601081820238204
203,776.25,FAST,15,15,she,had,wanted to,set,on,into,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,TRUE,1871.38,203.15EDY,3000,1500,4648.5,2430,3401.38,371.38,3,-Q +GP,-Q,+GP,1871.38,3.272161983730051
203,776.25,FAST,12,12,he,had,planned to,stick,on,onto,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,TRUE,924.62,203.12EDY,4050,900,5442.12,2340,3174.62,24.62,3,-Q +GP,-Q,+GP,924.62,2.965963283213784
203,776.25,FAST,5,5,he,had,intended to,put,on,into,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,TRUE,1191.5,203.5EQY,3780,1170,5102,2430,3741.5,21.5,3,+Q +GP,+Q,+GP,1191.5,3.076094046682475
203,776.25,FAST,13,13,she,had,intended to,set,in,onto,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,FALSE,1225,203.13EDN,4110,750,4875.25,2370,4195,475,3,-Q -GP,-Q,-GP,1225,3.0881360887005513
203,776.25,FAST,2,2,she,had,decided to,cram,in,into,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,TRUE,2161.62,203.2EQY,3720,2160,5895.75,3360,4081.62,1.62,3,+Q +GP,+Q,+GP,2161.62,3.334779349928074
203,776.25,FAST,8,8,she,had,planned to,put,in,onto,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,FALSE,1968,203.8EDN,4260,1950,6235.88,2610,3288,18,3,-Q -GP,-Q,-GP,1968,3.2940250940953226
203,776.25,FAST,14,14,he,had,decided to,set,on,onto,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,FALSE,2621.38,203.14EQN,3000,2430,5555.5,2580,3401.38,191.38,3,+Q -GP,+Q,-GP,2621.38,3.4185299816260675
203,776.25,FAST,6,6,she,had,decided to,put,on,onto,from,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,FALSE,1661.38,203.6EQN,3210,1560,4988.62,2670,3401.38,101.38,3,+Q -GP,+Q,-GP,1661.38,3.220468978043315
203,776.25,FAST,9,9,she,had,intended to,stick,in,onto,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,FALSE,TRUE,1605.25,203.9EDY,4020,1410,5442.12,3930,4875.25,195.25,3,-Q +GP,-Q,+GP,1605.25,3.2055426785885324
203,776.25,FAST,4,4,she,had,planned to,cram,in,into,of,203,F,1,3,0,3,Fall,WEDNESDAY,1400,11/14,FALSE,TRUE,FALSE,1671.5,203.4EQN,3360,1650,6235.88,2790,3741.5,21.5,3,+Q -GP,+Q,-GP,1671.5,3.2231063809285874
204,778,FAST,11,11,she,had,wanted to,stick,in,into,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,TRUE,9318,204.11EQY,NA,9318,14739,NA,NA,NA,3,+Q +GP,+Q,+GP,7458.66,3.8726608104647986
204,778,FAST,15,15,she,had,wanted to,set,on,into,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,FALSE,5282,204.15EQN,5640,5130,10771,4080,5102,152,3,+Q -GP,+Q,-GP,5282,3.722798396870905
204,778,FAST,9,9,she,had,intended to,stick,in,onto,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,FALSE,1742,204.9EQN,8460,1230,10997.75,3630,5102,512,3,+Q -GP,+Q,-GP,1742,3.241048150671644
204,778,FAST,16,16,he,had,planned to,set,on,onto,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,TRUE,1701.88,204.16EDY,7560,1260,9183.62,3750,4761.88,441.88,3,-Q +GP,-Q,+GP,1701.88,3.230928934611602
204,778,FAST,1,1,he,had,intended to,cram,in,into,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,FALSE,1698.75,204.1EQN,8760,1320,11564.62,4080,5328.75,378.75,3,+Q -GP,+Q,-GP,1698.75,3.2301294697405507
204,778,FAST,14,14,he,had,decided to,set,on,onto,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,TRUE,1975.88,204.14EDY,8220,1860,10090.75,5430,6235.88,115.88,3,-Q +GP,-Q,+GP,1975.88,3.295760565291922
204,778,FAST,7,7,he,had,wanted to,put,on,onto,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,TRUE,2029.25,204.7EQY,9330,1290,11678,4650,6349.25,739.25,3,+Q +GP,+Q,+GP,2029.25,3.307335554639143
204,778,FAST,4,4,she,had,planned to,cram,in,into,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,TRUE,6838.88,204.4EDY,4800,6510,12358.25,4770,5668.88,328.88,3,-Q +GP,-Q,+GP,6838.88,3.8349849833506564
204,778,FAST,12,12,he,had,planned to,stick,on,onto,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,FALSE,2445.75,204.12EQN,9390,1680,11337.88,4320,5895.75,765.75,3,+Q -GP,+Q,-GP,2445.75,3.388412062197657
204,778,FAST,13,13,she,had,intended to,set,in,onto,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,TRUE,1746,204.13EQY,7290,900,8956.88,4770,6576,846,3,+Q +GP,+Q,+GP,1746,3.2420442393695508
204,778,FAST,8,8,she,had,planned to,put,in,onto,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,TRUE,TRUE,1252.75,204.8EQY,7770,960,8730.12,5460,6802.75,292.75,3,+Q +GP,+Q,+GP,1252.75,3.0978644114145144
204,778,FAST,3,3,he,had,wanted to,cram,under,into,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,FALSE,1138.5,204.3EDN,7020,1020,8049.88,3780,4648.5,118.5,3,-Q -GP,-Q,-GP,1224.1875,3.087847940668201
204,778,FAST,2,2,she,had,decided to,cram,in,into,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,FALSE,2215.38,204.2EDN,6960,1710,9297,4050,5215.38,505.38,3,-Q -GP,-Q,-GP,2215.38,3.345448230671281
204,778,FAST,5,5,he,had,intended to,put,on,into,of,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,FALSE,6048.75,204.5EDN,4920,4980,10771,3630,5328.75,1068.75,3,-Q -GP,-Q,-GP,6048.75,3.7816656351166804
204,778,FAST,6,6,she,had,decided to,put,on,onto,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,TRUE,2178.75,204.6EDY,2490,1530,11111.12,4020,5328.75,648.75,3,-Q +GP,-Q,+GP,2178.75,3.3382074001180495
204,778,FAST,10,10,he,had,decided to,stick,in,into,from,204,F,4,1,1,3,Fall,WEDNESDAY,1700,11/14,FALSE,FALSE,FALSE,3256.12,204.10EDN,7350,2820,11337.88,5820,6916.12,436.12,3,-Q -GP,-Q,-GP,3256.12,3.5127004018613577
205,682.5,FAST,15,15,she,had,wanted to,set,on,into,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,FALSE,1655.12,205.15EDN,4200,750,15986.38,3000,4535.12,905.12,2,-Q -GP,-Q,-GP,4735.28,3.6753456641966626
205,682.5,FAST,8,8,she,had,planned to,put,in,onto,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,TRUE,12095.5,205.8EDY,4290,10020,15192.75,3000,5555.5,2075.5,2,-Q +GP,-Q,+GP,12095.5,4.082623825798577
205,682.5,FAST,4,4,she,had,planned to,cram,in,into,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,TRUE,15012.12,205.4EQY,4050,13830,18707.5,3600,5442.12,1182.12,2,+Q +GP,+Q,+GP,15012.12,4.176442027305762
205,682.5,FAST,10,10,he,had,decided to,stick,in,into,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,FALSE,6788.62,205.10EQN,3840,5850,10657.62,3300,4988.62,938.62,2,+Q -GP,+Q,-GP,6788.62,3.831781499273603
205,682.5,FAST,11,11,she,had,wanted to,stick,in,into,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,TRUE,7858.5,205.11EDY,4170,6690,11111.12,2970,4648.5,1168.5,2,-Q +GP,-Q,+GP,7858.5,3.8953396575036274
205,682.5,FAST,2,2,she,had,decided to,cram,in,into,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,FALSE,8045.12,205.2EQN,3690,7200,11678,3150,4535.12,845.12,2,+Q -GP,+Q,-GP,8045.12,3.905532526365335
205,682.5,FAST,12,12,he,had,planned to,stick,on,onto,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,FALSE,8628.75,205.12EDN,3510,7380,11678,3540,5328.75,1248.75,2,-Q -GP,-Q,-GP,8628.75,3.935947886396362
205,682.5,FAST,14,14,he,had,decided to,set,on,onto,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,TRUE,11275.38,205.14EQY,4470,9960,15532.88,3360,5215.38,1315.38,2,+Q +GP,+Q,+GP,11275.38,4.052131187279237
205,682.5,FAST,13,13,she,had,intended to,set,in,onto,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,TRUE,9492.12,205.13EDY,4440,8730,14059,3150,5442.12,762.12,2,-Q +GP,-Q,+GP,9492.12,3.977363219959166
205,682.5,FAST,16,16,he,had,planned to,set,on,onto,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,TRUE,7368.75,205.16EQY,3270,5700,9864,3060,5328.75,1668.75,2,+Q +GP,+Q,+GP,7368.75,3.867393822439164
205,682.5,FAST,7,7,he,had,wanted to,put,on,onto,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,TRUE,18255.75,205.7EDY,3510,17010,21542,3720,5895.75,1245.75,2,-Q +GP,-Q,+GP,15823.0275,4.199289582875294
205,682.5,FAST,1,1,he,had,intended to,cram,in,into,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,FALSE,5762,205.1EDN,3570,5130,9183.62,3660,5102,632,2,-Q -GP,-Q,-GP,5762,3.7605732539443943
205,682.5,FAST,5,5,he,had,intended to,put,on,into,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,FALSE,7148.62,205.5EQN,3060,5850,9750.62,3090,4988.62,1298.62,2,+Q -GP,+Q,-GP,7148.62,3.8542222118389042
205,682.5,FAST,3,3,he,had,wanted to,cram,under,into,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,FALSE,7818.75,205.3EQN,3420,6450,11111.12,3480,5328.75,1368.75,2,+Q -GP,+Q,-GP,7818.75,3.893137327037495
205,682.5,FAST,9,9,she,had,intended to,stick,in,onto,of,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,FALSE,FALSE,9782,205.9EDN,3210,8730,12698.38,3360,5102,1052,2,-Q -GP,-Q,-GP,9782,3.9904276584852636
205,682.5,FAST,6,6,she,had,decided to,put,on,onto,from,205,F,2,1,1,3,Fall,TUESDAY,1300,11/20,FALSE,TRUE,TRUE,11725.38,205.6EQY,3840,10590,15079.38,3450,5215.38,1135.38,2,+Q +GP,+Q,+GP,11725.38,4.0691269263746594
206,1207.5,NORMAL,16,16,he,had,planned to,set,on,onto,from,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,FALSE,FALSE,5458.5,206.16EDN,3330,5160,8503.38,3330,4648.5,298.5,2,-Q -GP,-Q,-GP,5458.5,3.7370733146419166
206,1207.5,NORMAL,8,8,she,had,planned to,put,in,onto,of,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,TRUE,FALSE,4035.25,206.8EQN,3570,4020,7596.38,3900,4875.25,15.25,2,+Q -GP,+Q,-GP,4035.25,3.6058704461850084
206,1207.5,NORMAL,13,13,she,had,intended to,set,in,onto,from,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,TRUE,FALSE,1125.25,206.13EQN,7050,1020,9070.25,3660,4875.25,105.25,2,+Q -GP,+Q,-GP,1270.4725,3.1039652689711907
206,1207.5,NORMAL,6,6,she,had,decided to,put,on,onto,from,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,FALSE,FALSE,1408.5,206.6EDN,6990,1380,8390,3360,4648.5,28.5,2,-Q -GP,-Q,-GP,1408.5,3.1487568513217923
206,1207.5,NORMAL,10,10,he,had,decided to,stick,in,into,from,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,FALSE,TRUE,5712.12,206.10EDY,3810,5160,9183.62,3600,5442.12,552.12,2,-Q +GP,-Q,+GP,5712.12,3.756797322505934
206,1207.5,NORMAL,14,14,he,had,decided to,set,on,onto,of,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,FALSE,FALSE,3091.62,206.14EDN,3120,3090,6235.88,3210,4081.62,1.62,2,-Q -GP,-Q,-GP,3091.62,3.49018610812954
206,1207.5,NORMAL,4,4,she,had,planned to,cram,in,into,of,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,FALSE,FALSE,4988.62,206.4EDN,3180,4980,8616.75,3630,4988.62,8.62,2,-Q -GP,-Q,-GP,4988.62,3.697980423524573
206,1207.5,NORMAL,7,7,he,had,wanted to,put,on,onto,from,206,F,3,1,1,4,Fall,TUESDAY,1400,11/20,FALSE,TRUE,FALSE,6338.62,206.7EQN,3450,6180,9637.25,3840,4988.62,158.62,2,+Q -GP,+Q,-GP,6338.62,3.801994716616612
